_MeanReward,Steps,_Episode,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-102.335,7705,20,0.0186525165889,-1.43565956039,1.63441132899,0.0646906157207,-0.00641205,-2.54034,2.67331,0.387123,-6.63972446135e-17,-5.86389417046,3.35959671438,0.999987908043,-0.108390616317,-0.5,0.000633106102813,0.0197208023596,-0.00630896,3.65778,0.00438593,1.0,1.0,0.00450458240387,0.771721476369,-1.17297904724
-95.4823,13807,40,0.0264061348808,-1.31838392156,1.599,0.0507372187097,0.0262975,-2.51613,2.6737,0.3832,-3.91114999042e-17,-10.3670286898,5.30765176973,0.999952951589,-0.0690919264484,-0.500038734581,0.00190966957498,0.00995033438004,-0.00401277,3.64043,0.00320916,1.0,1.0,0.00215651337719,0.783328777032,0.472595239245
-101.757,9386,60,0.0322816634231,-1.49559636065,1.599,0.0547334773796,0.031804,-2.34069,2.75751,0.389703,1.81685762393e-17,-7.00626713713,5.49107260589,0.999954463838,-0.0967252262607,-0.50002969538,9.74938448053e-05,0.0181250665356,-0.00573698,3.64398,0.00660065,1.5,1.0,0.00242396211487,0.867244090044,0.766305942445
-95.3317,13685,80,0.0212898864494,-1.3653197053,1.599,0.0395365342433,0.033415,-2.27414,2.59604,0.383342,1.03842562771e-17,-8.19313312948,7.31826657309,0.999945902447,-0.0651173428307,-0.5,0.00281840638164,0.00932432814807,-0.00405342,3.64472,0.00156732,1.5,1.0,0.00162479118876,0.828094600905,0.663170967455
-91.389,18351,100,0.0204298449616,-1.43381236458,1.75440868938,0.0359123817531,0.0394848,-2.72881,2.53091,0.388233,-3.09756519322e-18,-10.2663541596,9.66939581398,0.999928569656,-0.0566901079131,-0.5,0.000602053444454,0.00615475079959,-0.00362781,3.64331,0.00244946,1.5,1.0,0.00107997178801,0.824595688152,0.763074492095
-90.9224,18332,120,0.0220054925857,-1.42029262613,1.599,0.0367617373482,0.0441945,-2.74835,2.82763,0.381473,-1.24031025225e-17,-7.52103309044,10.7324146712,0.999931281937,-0.0555135865409,-0.5,0.000686333901704,0.00571771822828,-0.00317633,3.64351,0.0017651,1.5,1.0,0.000675064775739,0.882230051902,0.762714695159
-85.0112,24385,140,0.021418512629,-1.79504735108,1.599,0.0341598260678,0.0458306,-2.65518,2.77785,0.383598,1.63175694905e-17,-10.7097144244,13.0323292021,0.999921118398,-0.0469689234043,-0.5,0.00136054249139,0.0023595306789,-0.00267015,3.64713,0.00162494,1.5,1.0,0.000598102097196,0.748898079558,0.397162237207
-85.7909,24382,160,0.0234167506743,-2.4096843555,1.599,0.0347209243863,0.0456451,-2.55422,2.88563,0.386816,2.03994715377e-18,-10.9048530272,12.9311793241,0.999913033617,-0.0466577659282,-0.5,0.00191162840433,0.00255507945186,-0.00346733,3.65064,0.0027304,1.5,1.0,0.000364204633654,0.857634400933,0.640357229152
-79.1334,30510,180,0.0244320309087,-1.71677576716,1.599,0.0326490619545,0.04781,-2.86519,2.63773,0.382525,0.0,-18.5802394717,17.9738677033,0.999858440784,-0.0416577980222,-0.5,0.00147764618923,0.000626332467668,-0.00259426,3.64058,0.00166835,1.5,1.0,9.3089904508e-05,0.852069134161,0.533302610894
-80.471,30458,200,0.027251207992,-2.14099828989,1.599,0.0339342142406,0.0543811,-3.19445,2.70288,0.387849,-1.86628862239e-18,-17.466585746,20.7033817704,0.999867810319,-0.0410783941924,-0.5,0.00280454506358,0.000452263740277,-0.00312353,3.64153,0.00232147,1.5,1.0,0.000158539557499,0.655992092992,-0.194709719416
-84.6547,27507,220,0.0278932682668,-2.48482347714,1.599,0.0359008205875,0.0602863,-2.55364,2.89475,0.390926,-1.23990443583e-17,-16.8234131049,14.8343315137,0.999846723822,-0.0447973690467,-0.5,0.00116376617074,0.00166668085618,-0.00222144,3.62701,0.00115626,1.0,1.0,0.000253647117214,0.851728235526,0.777599489938
