_MeanReward,Steps,_Episode,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-137.364,1654,5,-0.275275958906,-0.5,-0.0881915938444,0.0169782743078,-8.16222006012e-17,-6.10434527566,3.38488614393,0.999986699587,0.0109105990756,-3.37535809137,2.47538523926,0.0944296518881,-0.0396279,-2.53721,2.50833,0.416138,-0.0176434,3.6565,0.00973381,1.5,1.0,0.00585860252861,0.654937334605,-0.908694874511
-141.461,1877,10,-0.244136473525,-0.500681767153,-0.0657146461799,0.020315409291,-6.05683738528e-17,-5.83103026341,2.50779528563,0.999972975098,0.0268023319183,-1.51444253995,2.08685516187,0.061814806603,-0.042912,-2.46837,2.29819,0.411165,-0.0158189,3.66914,0.0078176,2.25,1.0,0.0115724027683,0.443075961215,0.184678996411
-160.522,3278,15,-0.206216450289,-0.5,-0.0582250185854,0.0142711120491,-1.73408843383e-17,-4.11735780438,3.01013089611,0.999975282401,0.016932706077,-1.22126941175,1.6283320955,0.0405209801668,-0.0139617,-2.35136,2.61516,0.402306,-0.00500004,3.65683,0.00267705,2.25,1.0,0.0118274123242,0.21352373579,-0.195963036695
-162.043,3820,20,-0.175402125423,-0.5,-0.0355167684298,0.0147165051442,1.48804761416e-17,-3.2713371661,3.27852810671,0.999973020097,0.0254384045474,-1.57461517177,1.99582251877,0.0464554036825,-0.00404421,-2.42055,2.82571,0.412755,-0.00296358,3.6638,0.00122761,1.5,1.0,0.0119544091805,0.213727844607,-0.0631269477636
-146.651,2134,25,-0.228871003589,-0.502479839039,-0.0758327178987,0.0175740626868,2.66370285196e-17,-3.86885697353,3.21209343477,0.999980518577,0.0229152670765,-1.16953704028,2.0844369234,0.0488481099752,-0.00784692,-2.36834,2.44347,0.42257,-0.00862447,3.70051,0.0048457,1.5,1.0,0.0120233828805,0.334360787656,-0.475117869547
-149.192,2722,30,-0.212037797078,-0.5,-0.0736462709564,0.0134014384314,1.56622204796e-17,-6.88741770235,2.07078426221,0.999968778999,0.00275843172519,-1.58765880175,1.66306526296,0.0344220129836,-0.0201672,-2.35178,2.42244,0.416397,-0.0112981,3.71185,0.00374018,1.5,1.0,0.00683428470323,0.49972838462,0.080856000565
-162.945,3472,35,-0.199768992532,-0.5,-0.0602769785594,0.0141649663475,-1.63719524369e-17,-4.71466113699,3.98940484858,0.999967653258,0.00936072295947,-0.983600084377,2.11215890953,0.0356143909787,-0.0259241,-2.54151,2.73564,0.418017,-0.00583608,3.68737,0.00351977,1.5,1.0,0.00934549975789,0.363296607137,0.323629186327
-171.384,4280,40,-0.172573644623,-0.5,-0.0492138543306,0.0135080495307,2.65623452621e-17,-4.83828435828,4.51859932695,0.999970008599,0.0160181103118,-0.971166288591,2.16568952606,0.0357510039394,-0.0233951,-2.7906,2.47455,0.442067,-0.00385633,3.71508,0.00233124,1.5,1.0,0.010832018203,0.200105989388,0.0683964344538
