_TimeStep  _MeanReward
32000  -127.722
64000  -127.412
96000  -129.832
128000  -135.881
160000  -147.267
192000  -158.784
224000  -155.946
256000  -157.089
288000  -160.162
320000  -160.612
352000  -166.957
384000  -163.175
416000  -162.353
448000  -171.829
480000  -179.907
512000  -178.436
544000  -183.162
576000  -186.876
608000  -192.196
640000  -192.728
672000  -188.318
704000  -199.975
736000  -186.967
768000  -194.534
800000  -195.139
832000  -195.597
864000  -187.674
896000  -189.082
928000  -185.622
960000  -184.617
992000  -190.776
1024000  -192.659
1056000  -198.696
1088000  -183.579
1120000  -187.756
1152000  -194.67
1184000  -183.941
1216000  -191.517
1248000  -193.996
1280000  -194.036
1312000  -186.307
1344000  -194.263
1376000  -196.872
1408000  -193.096
1440000  -189.47
1472000  -183.493
1504000  -195.004
1536000  -189.969
1568000  -192.681
1600000  -190.214
1632000  -193.008
1664000  -198.761
1696000  -198.346
1728000  -201.785
1760000  -200.87
1792000  -204.537
1824000  -197.977
1856000  -199.038
1888000  -198.526
1920000  -197.549
1952000  -205.95
1984000  -198.677
2016000  -194.574
2048000  -198.862
2080000  -195.393
2112000  -198.2
2144000  -208.65
2176000  -188.332
2208000  -206.689
2240000  -195.23
2272000  -209.892
2304000  -211.894
2336000  -209.97
2368000  -200.917
2400000  -208.228
2432000  -205.724
2464000  -199.198
2496000  -221.156
2528000  -204.602
2560000  -204.023
2592000  -208.484
2624000  -205.821
