_MeanReward,Steps,_TimeStep,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-124.417,32000,32000,-0.1269813359,-0.503716466456,0.000305910682073,0.0138650167484,0.0,-4.75634047941,2.424323459,0.999985030268,0.00242547665524,-1.40908587831,1.91362229391,0.0650917948927,-0.00115225,-7.62102,7.19548,2.7326,0.00435285,7.67598,0.00226486,0.666666666667,1.0,0.00405391901858,0.426179471382,-1.66578708208
-129.682,32000,64000,-0.110654299577,-0.500864975253,0.0104014779314,0.0101019045608,-7.1054273576e-18,-9.26140762214,3.98877654455,0.999959755937,0.0244441310977,-2.22964745132,1.70997271455,0.0534201266847,0.000126446,-6.99968,7.16517,2.71756,0.0183446,7.67648,0.00194666,0.444444444444,1.0,0.00127488786009,-1.24222384158,0.19259345459
-118.083,32000,96000,-0.0983047301761,-0.502291870279,0.00308511261872,0.00899899759646,-1.42108547152e-17,-10.9526130266,5.01290759121,0.999954320313,0.018810121489,-1.7165235303,1.743077198,0.0434099659959,0.0224675,-6.94244,7.04792,2.73644,0.016474,7.70844,0.00591921,0.444444444444,1.0,0.00214022204572,0.533145404235,0.515105004151
-124.337,32000,128000,-0.0749454638232,-0.502338554378,0.0132261626683,0.00187371582032,3.01980662698e-17,-12.325409978,5.87540224065,0.999941371453,0.0200923445494,-1.61270244107,1.599,0.037023907885,0.0520705,-6.96051,7.24165,2.7477,0.00321028,7.77391,0.0282485,0.666666666667,1.0,0.00107855949263,-0.914525627706,-0.110761921236
-130.716,32000,160000,-0.0708012637016,-0.117108043346,0.00298419198243,0.000393520469679,2.30926389122e-17,-4.76041962262,9.35305057576,0.999901670953,0.0176006048518,-1.13802296319,1.599,0.0345302631274,0.0355169,-7.09328,7.46238,2.88382,-0.258815,7.78212,0.0406106,1.0,1.0,0.000148726687496,0.645825863511,-1.71516696699
-131.387,32000,192000,-0.0717675559695,-0.125280231993,0.00125210084526,0.000421845585605,6.03961325396e-17,-6.23884828467,9.10659287821,0.99985559201,0.0202000567167,-1.06390284618,1.599,0.0354306998306,0.0387336,-6.84636,9.05558,2.91424,-1.51348,7.79217,0.050842,1.5,1.0,0.000178573620367,0.610143226403,-0.487530422581
-127.257,32000,224000,-0.0701046062579,-0.5,0.00355986732249,0.000581963260711,-7.1054273576e-18,-24.6953395589,4.23307055742,0.999830284143,0.0208097920996,-1.89462636421,1.599,0.0344382171981,0.0488047,-8.38803,7.78714,2.9261,0.31844,7.79492,0.0790294,2.25,1.0,0.000138051704485,0.688979470842,0.479591825135
-124.207,32000,256000,-0.0681647880663,-0.5,0.00264128068214,0.000560340558162,-2.48689957516e-17,-25.1987837468,4.13251866506,0.999819285985,0.0225363698661,-1.83622877314,1.599,0.0348986429932,0.0706222,-7.95158,8.79735,2.97606,-0.552829,7.81607,0.0770605,3.375,1.0,0.000108557051475,0.647652367069,0.509643251596
-124.524,32000,288000,-0.0678394593956,-0.128341441084,0.0076498709212,0.000327549363722,-3.99680288865e-18,-6.92856258146,10.938986441,0.999765398381,0.0244424352477,-1.06056018994,1.599,0.0352107014214,0.0826452,-8.0585,10.0793,2.99873,-11.2499,7.83983,0.0863543,5.0625,1.0,8.84444641889e-05,0.765262976357,0.47295058203
-126.788,32000,320000,-0.0688627674328,-0.119826427345,0.00232763666755,0.000312060511621,-3.90798504668e-17,-7.07312892192,7.5918700716,0.999791459425,0.0216133550853,-1.09864597914,1.599,0.0336807587751,0.101274,-9.16149,10.7339,3.11131,4.30156,7.87176,0.117559,7.59375,1.0,0.000130472678712,0.700362747815,0.486398298802
