_TimeStep  _MeanReward
32000  -124.417
64000  -129.682
96000  -118.083
128000  -124.337
160000  -130.716
192000  -131.387
224000  -127.257
256000  -124.207
288000  -124.524
320000  -126.788
352000  -126.51
384000  -127.608
416000  -128.751
448000  -128.853
480000  -129.458
512000  -130.688
544000  -130.849
576000  -125.617
608000  -130.284
640000  -128.98
672000  -130.287
704000  -129.053
736000  -129.295
768000  -130.78
800000  -129.745
832000  -131.757
864000  -130.36
896000  -132.014
928000  -134.932
960000  -133.782
992000  -132.466
1024000  -129.769
1056000  -132.799
1088000  -131.486
1120000  -130.566
1152000  -129.693
1184000  -133.107
1216000  -131.466
1248000  -131.411
1280000  -128.254
1312000  -133.061
1344000  -131.091
1376000  -128.321
1408000  -134.894
1440000  -128.034
1472000  -132.392
1504000  -131.338
1536000  -133.204
1568000  -129.923
1600000  -135.414
1632000  -133.591
1664000  -132.14
1696000  -130.588
1728000  -129.938
1760000  -129.336
1792000  -132.978
1824000  -132.446
1856000  -133.222
1888000  -129.754
1920000  -130.854
1952000  -136.218
1984000  -133.073
2016000  -134.089
2048000  -130.143
2080000  -132.28
2112000  -130.315
2144000  -133.639
2176000  -132.395
2208000  -130.868
2240000  -129.326
2272000  -129.214
2304000  -131.029
2336000  -131.988
2368000  -131.982
2400000  -129.371
2432000  -132.243
2464000  -130.686
2496000  -130.305
2528000  -130.722
2560000  -130.166
2592000  -131.984
2624000  -133.03
