_MeanReward,Steps,_Episode,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-125.414,1726,20,-0.130184136944,-1.2984517031,1.99306428792,0.0666134613078,-0.0368571,-2.22338,1.94668,0.391073,-7.20422820151e-17,-3.13024009981,2.0717845492,0.999991250476,-0.465364854757,-0.52437323362,-0.270811748744,0.00226572520525,-0.0164308,3.65151,0.0103097,1.5,1.0,0.00321373142474,-0.413457036965,-13.9386212717
-127.136,2304,40,-0.0243587125666,-1.09515874926,0.96414693731,0.0429222830916,-0.0144678,-2.36534,2.15445,0.378138,4.93432455389e-17,-4.05775495136,2.25573850306,0.999976486784,-0.422966635804,-0.514735470966,-0.214821776363,0.00623645646055,-0.00681251,3.67034,0.00396278,1.5,1.0,0.0037937045986,0.393853515869,-1.45533942982
-127.471,2517,60,-0.00750445194709,-0.820492483649,1.50842021193,0.0421352931397,-0.00218644,-2.23167,2.45123,0.380334,-1.12918988599e-17,-3.67328190547,2.90391713451,0.999960113846,-0.40623623682,-0.514786686564,-0.194700190854,0.00741484255242,-0.00970559,3.66468,0.0066473,2.25,1.0,0.00399117821895,0.479276337062,0.24032126087
-126.572,2187,80,0.015077867642,-1.0079192125,1.00533478582,0.0506780379702,0.0135167,-2.73696,2.18319,0.395071,2.5991503823e-17,-2.87716538219,3.24217605396,0.999950703113,-0.415572545867,-0.52996528825,-0.188883590005,0.00915631231612,-0.00684883,3.66839,0.00336596,2.25,1.0,0.00386052993149,0.591384134735,0.475977230343
-127.82,2434,100,0.00623951900253,-1.1647887563,1.12554776769,0.0479361122235,0.00107141,-2.62574,2.22794,0.402425,-1.16769553946e-17,-2.49626030759,3.20409419395,0.999952343292,-0.419334222986,-0.518005579961,-0.217529354851,0.00515388852835,-0.0068353,3.63906,0.00367603,2.25,1.0,0.00285598409298,0.470450802324,0.377845171864
-127.882,2170,120,0.000866379071378,-1.15168982843,1.07283750367,0.0451985993568,0.0263042,-2.12266,2.51917,0.387237,-5.56646382854e-17,-2.69231850172,3.15663382281,0.999950289294,-0.439430797627,-0.521467433704,-0.287552178106,0.00352005174235,-0.00870618,3.63171,0.00492642,2.25,1.0,0.00148924887616,0.586021806434,0.378467580558
-127.324,2728,140,0.00277682985229,-1.16159779346,1.01216512119,0.0455420223327,0.0200551,-2.2105,2.36945,0.379848,1.04185151871e-17,-2.57582694663,2.61741052184,0.999943839532,-0.391432326174,-0.509441214748,-0.134775196193,0.00934434080187,-0.00575547,3.63491,0.00265097,2.25,1.0,0.00511023297119,0.479223376805,0.302013276249
-135.261,4673,160,-0.0218766767579,-1.14156405521,1.16397066506,0.0373393399517,0.00793661,-2.51476,2.26544,0.382672,8.5149568163e-17,-3.33646420383,2.82054714814,0.999954415784,-0.334249858376,-0.50927371855,-0.146974353151,0.010335880976,-0.00390622,3.63707,0.00192459,2.25,1.0,0.00556196364863,0.46234222995,0.305201305531
-132.016,3566,180,-0.00940226598657,-0.995908731666,1.11025635682,0.0393009912835,0.0211298,-2.36252,2.64928,0.390839,7.97019333438e-18,-3.02254917258,3.81746050926,0.999961137071,-0.366856694711,-0.507018466341,-0.160807288723,0.0100793840037,-0.00400156,3.65488,0.00193799,2.25,1.0,0.00558173886914,0.449398979377,0.396950766012
-135.126,4864,200,-0.0148831198823,-1.24420986082,1.02536803475,0.0371139703524,0.0199058,-2.11757,2.41578,0.394879,4.09029535388e-17,-3.53731353617,3.26025412821,0.999956630438,-0.314761168606,-0.520532376423,-0.0841556740583,0.0145018373629,-0.0033985,3.63597,0.00151134,2.25,1.0,0.00815913032611,0.453522187463,0.342806046947
