_MeanReward,Steps,_Episode,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-129.196,1225,20,-0.0713898644989,-1.96115399615,2.57404275914,0.0776379600835,-0.0802312,-2.30952,2.73266,0.390718,-2.17513082376e-16,-2.50053679518,2.4344436401,0.999993260592,-0.512418295204,-0.549314816933,-0.426078743247,0.000340882869406,-0.019902,3.67088,0.0113479,1.5,1.0,0.00143639108139,-2.82596851403,-61.9172077744
-128.58,1216,40,-0.000709233945667,-0.941496313579,1.03567224843,0.0495399174823,-0.0353559,-2.16582,2.43454,0.397956,5.84327907697e-17,-2.82382148167,2.7848300352,0.999924352447,-0.511442509885,-0.550546370567,-0.465902287797,0.000216849926631,-0.0148477,3.74886,0.00939626,2.25,1.0,0.000401876869425,-0.348262100214,-22.0724346328
-128.569,1244,60,0.0122571447283,-1.33607123966,1.03595898591,0.0500455635816,-0.00850105,-2.19078,2.32646,0.413008,1.14235166521e-17,-2.27165618563,3.70238567436,0.999888159305,-0.506755123401,-0.557048719497,-0.395078696314,0.000660459181783,-0.0142356,3.72637,0.00567294,2.25,1.0,0.00200196632103,-1.12934201244,-1.92326420155
-124.685,1174,80,0.00189830619021,-0.775295483731,1.00311126849,0.0473406033228,0.00815519,-2.37388,2.94976,0.408546,7.56540391567e-17,-3.30499216332,3.82828056057,0.999937884294,-0.500709327965,-0.536441222391,-0.403702826436,0.000662560921538,-0.0152445,3.73079,0.00691229,3.375,1.0,0.000886352722023,-0.0775580938885,-17.2981563395
-128.697,1220,100,0.000616810011356,-0.822693769728,0.978576763616,0.0474789468872,-0.035971,-2.43821,2.49989,0.406393,-1.16482415698e-16,-3.6952112241,3.22515036269,0.999896282147,-0.510753460727,-0.544789782777,-0.459225661214,0.000195082458599,-0.00752934,3.72809,0.00254274,3.375,1.0,0.000617075566852,-0.880609378754,-59.7296722673
-129.403,1403,120,-0.00936070351455,-1.3174272445,1.21449950061,0.0496181797479,-0.00643575,-2.07853,2.83967,0.407752,-1.01289057129e-17,-3.08932712945,4.09420418658,0.99992235096,-0.498996407097,-0.547998703707,-0.380603005361,0.000700676865835,-0.00720946,3.71466,0.00206748,3.375,1.0,0.0012605174345,-0.573448847522,-0.992447066802
-129.385,1305,140,-0.00907742544606,-0.889192783342,1.21281635669,0.0473849788365,-0.0258046,-2.25164,2.61745,0.407995,5.44477192153e-17,-2.38618367288,2.82726487265,0.999931954087,-0.505885251538,-0.54148178576,-0.439845121839,0.000336522710008,-0.00873442,3.71326,0.00276593,3.375,1.0,0.00191876240236,-4.39773713736,-2.50138277512
-128.912,1279,160,0.0119451840668,-0.836208749565,1.01733564317,0.0482383357799,0.0136753,-2.48065,2.57921,0.404472,4.44436425808e-17,-3.30919542839,3.42140097229,0.999950012638,-0.508145208653,-0.541498979649,-0.465488184933,0.000156794919162,-0.00685865,3.71973,0.0026863,3.375,1.0,0.00226804639172,-6.74599344818,-268.908346287
-127.766,1299,180,0.00351446613084,-1.41321813226,0.940378644163,0.0484193055113,0.00414933,-2.10372,2.16784,0.421277,7.65788937694e-17,-3.09525533926,2.82977635275,0.999928993942,-0.499587703454,-0.539269109979,-0.401697721916,0.000488559710706,-0.00854832,3.71824,0.00264792,3.375,1.0,0.000662072935396,-0.269837214359,-6.59013974502
-127.875,1226,200,0.00120004010657,-0.820768232777,0.944087986531,0.0467573469564,0.000813543,-2.1319,2.18444,0.439497,1.15912354936e-17,-4.76591259802,2.60821152222,0.999906801345,-0.508147469927,-0.543179661475,-0.459036798189,0.000208167905395,-0.00951188,3.72307,0.0027988,3.375,1.0,0.000924476653548,-2.66320932055,-5.75332572832
-127.797,1351,220,-0.00862409626323,-1.72378797331,1.18231969089,0.0502764985895,-0.00138385,-2.2726,2.09638,0.397602,0.0,-3.65810580426,3.84274639274,0.999950883079,-0.49637836544,-0.554349136289,-0.388442726469,0.000936913007985,-0.0106225,3.74368,0.00340298,3.375,1.0,0.00194829034473,-0.625724597541,-6.49842952974
