_MeanReward,Steps,_Episode,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-101.781,18321,20,-0.0631450459973,-0.509587481267,0.00146542143706,0.00682076400854,2.17184614391e-17,-4.45335095143,4.55288229794,0.99998846273,0.0589258168046,-2.67863549058,4.07559323726,0.0723071898582,0.0754901,-2.79188,2.82003,0.403329,-0.00295174,3.65599,0.00212516,1.0,1.0,0.000880322054431,0.871519117609,-4.74193305281
-89.7863,27528,40,-0.0484185366489,-0.501208669039,0.000558301726123,0.00210883850335,2.16817748488e-17,-11.7394644256,3.89533324398,0.999938986278,0.0376718525448,-1.80900083717,2.85440350189,0.0400931784439,0.0736801,-2.75768,2.86952,0.387815,-0.0066009,3.64622,0.00575324,1.0,1.0,0.000812624260386,0.663590862851,-0.0269159983103
-92.8816,21496,60,-0.0559499491889,-0.5,0.000826766631819,0.0048085777619,1.05774876927e-17,-7.71124388571,6.4744177629,0.999961641117,0.0332439663804,-1.88283031712,2.15179930054,0.0427652714453,0.0571632,-2.60738,3.10867,0.392052,-0.00269698,3.66025,0.00226886,1.0,1.0,0.000801859954409,0.835589544584,0.151215750681
-92.4856,26165,80,-0.0523194122072,-0.5,0.000893389781413,0.00305956343667,-1.68368620742e-17,-4.39637933965,5.55627777351,0.999979892565,0.0323517963641,-2.08721011465,2.36911562766,0.0397841979711,0.0499054,-2.92386,2.85406,0.39051,-0.00287971,3.65809,0.00272228,1.0,1.0,0.000734822708757,0.766724096241,-3.7216506332
-80.3302,32000,100,-0.0435738717888,-0.066591294894,0.00314993072202,0.000125413195271,2.6645352591e-18,-5.35103637808,13.1034547243,0.999956593684,0.0320135962694,-1.64378688015,2.04807520956,0.0336482045635,0.0605264,-2.63324,2.72798,0.390175,-0.00272396,3.63131,0.00178817,1.0,1.0,0.000153522959248,-0.0954792766515,-30.3073562639
-78.1218,32000,120,-0.0423485876951,-0.0772581488651,0.00134346953506,0.000124786455628,-1.28785870857e-17,-6.75589627495,8.72404999718,0.999914121749,0.0320120112623,-1.71352883371,2.04033522034,0.0326434789881,0.0725947,-2.67019,2.90657,0.382358,-0.00130521,3.62458,0.00100126,0.666666666667,1.0,0.000151129952382,-0.211098009197,-8.06068795313
-82.8695,29047,140,-0.0457627269512,-0.501006955403,0.00214611032469,0.00142644061554,-2.0547936036e-17,-16.9518381272,5.04891685908,0.999929447159,0.0339650159557,-2.14693595364,3.00622826828,0.0355980893188,0.0809304,-2.63584,2.75207,0.385384,-0.00563911,3.61282,0.00367996,0.666666666667,1.0,0.000169090170421,0.885077504928,-0.65452646847
-77.806,32000,160,-0.0420501793816,-0.068184488811,0.00103785599845,0.000103912366754,2.84217094304e-17,-4.80960122146,20.0717867082,0.99993933918,0.0368895392657,-1.84425291614,2.14136279192,0.0314385318658,0.0831077,-2.72639,2.90148,0.383328,-0.00139564,3.62029,0.0017074,0.666666666667,1.0,0.000152013341023,-0.0492011652431,-57.7607753871
-77.5549,32000,180,-0.0419672402392,-0.0685820937569,0.00154989408066,0.000103948848695,-6.2172489379e-18,-7.83799507541,7.71433581734,0.999900513773,0.0342574088501,-1.88712247106,1.70214018118,0.0307743860296,0.0800086,-3.42386,2.99711,0.389431,-0.00178253,3.60503,0.00168514,0.666666666667,1.0,7.02775943994e-05,0.402640791597,-4.37037131442
-75.3032,32000,200,-0.0407305449827,-0.0805252733625,0.000959708787632,0.000103901904545,-2.13162820728e-17,-6.06016051522,14.9296906872,0.999909663788,0.0346290158662,-1.92572512094,2.24956964223,0.0310440076849,0.0757248,-3.01551,2.99718,0.380304,-0.00135336,3.56883,0.00179711,0.666666666667,1.0,7.33330903971e-05,0.48785009976,-19.3170063909
-76.5804,32000,220,-0.0407682575555,-0.0996449446696,0.00131465134128,0.000114012915889,-3.5527136788e-18,-6.76494989844,14.4284888691,0.999945735506,0.0347936064308,-1.93311632234,1.6642738006,0.0326317376978,0.0666084,-3.14,3.17751,0.379309,-0.00241875,3.54513,0.00177001,0.666666666667,1.0,9.08337429414e-05,0.33061154122,-48.645648815
