_TimeStep  _MeanReward
4096  -127.985
8192  -123.137
12288  -121.519
16384  -137.344
20480  -123.196
24576  -137.201
28672  -118.815
32768  -131.747
36864  -134.976
40960  -131.547
45056  -127.127
49152  -117.999
53248  -123.297
57344  -119.563
61440  -123.065
65536  -126.197
69632  -117.957
73728  -114.802
77824  -130.631
81920  -115.668
86016  -123.169
90112  -116.093
94208  -115.037
98304  -112.295
102400  -116.276
106496  -122.363
110592  -118.338
114688  -112.298
118784  -108.239
122880  -112.54
126976  -107.093
131072  -113.11
135168  -108.136
139264  -111.731
143360  -109.852
147456  -113.663
151552  -104.342
155648  -109.481
159744  -106.155
163840  -114.611
167936  -102.301
172032  -110.308
176128  -100.447
180224  -110.031
184320  -111.993
188416  -108.796
192512  -110.618
196608  -104.654
200704  -104.923
204800  -107.069
208896  -105.045
212992  -110.606
217088  -107.696
221184  -100.379
225280  -110.047
229376  -126.51
233472  -112.387
237568  -104.175
241664  -107.728
245760  -109.621
249856  -109.727
253952  -106.119
258048  -105.691
262144  -106.718
266240  -112.552
270336  -105.378
274432  -109.291
278528  -113.22
282624  -108.993
286720  -111.672
290816  -111.866
294912  -103.915
299008  -108.277
303104  -105.939
307200  -111.278
311296  -110.782
315392  -104.793
319488  -110.445
323584  -107.697
327680  -104.876
331776  -106.703
335872  -111.02
339968  -107.85
344064  -113.351
348160  -108.374
352256  -111.866
356352  -113.122
360448  -109.279
364544  -111.644
368640  -110.901
372736  -112.554
376832  -115.527
380928  -110.755
385024  -110.94
389120  -112.07
393216  -107.762
397312  -110.709
401408  -108.429
405504  -110.772
409600  -106.144
413696  -110.921
417792  -108.849
421888  -109.15
425984  -108.703
430080  -111.793
434176  -104.757
438272  -105.052
442368  -112.987
446464  -108.933
450560  -110.882
454656  -104.844
458752  -104.594
462848  -104.634
466944  -106.141
471040  -103.571
475136  -109.976
479232  -112.957
483328  -106.235
487424  -106.587
491520  -107.268
495616  -106.753
499712  -107.933
503808  -107.771
507904  -106.034
512000  -107.045
516096  -111.628
520192  -108.539
524288  -107.211
528384  -105.569
532480  -113.188
536576  -105.564
540672  -102.283
544768  -101.965
548864  -110.558
552960  -104.864
557056  -107.91
561152  -106.793
565248  -107.867
569344  -111.208
573440  -106.197
577536  -109.061
581632  -107.786
585728  -108.761
589824  -104.392
593920  -109.006
598016  -102.343
602112  -107.685
606208  -107.15
610304  -102.912
614400  -102.746
618496  -107.778
622592  -106.693
626688  -108.158
630784  -104.741
634880  -105.745
638976  -106.07
643072  -113.051
647168  -139.073
651264  -113.805
655360  -107.338
659456  -128.919
663552  -111.903
667648  -110.856
671744  -122.008
675840  -110.189
679936  -134.159
684032  -124.877
688128  -121.198
692224  -115.052
696320  -111.647
700416  -145.538
704512  -129.661
708608  -147.287
712704  -126.882
716800  -148.457
720896  -137.544
724992  -169.205
729088  -118.964
733184  -139.785
737280  -114.513
741376  -118.626
745472  -108.998
749568  -146.85
753664  -144.184
757760  -109.543
761856  -108.213
765952  -130.706
770048  -109.446
774144  -116.864
778240  -114.106
782336  -132.997
786432  -105.735
790528  -109.01
794624  -136.666
798720  -115.056
802816  -136.587
806912  -112.709
811008  -111.348
815104  -124.461
819200  -145.372
823296  -102.935
827392  -112.816
831488  -113.428
835584  -113.798
839680  -114.927
843776  -108.899
847872  -112.824
851968  -120.775
856064  -120.266
860160  -120.34
864256  -121.308
868352  -122.979
872448  -121.193
876544  -114.622
880640  -118.444
884736  -117.023
888832  -114.656
892928  -116.007
897024  -122.719
901120  -116.944
905216  -111.974
909312  -117.915
913408  -116.519
917504  -121.816
921600  -156.074
925696  -151.699
929792  -137.008
933888  -122.537
937984  -120.336
942080  -111.77
946176  -147.468
950272  -151.63
954368  -133.261
958464  -117.05
962560  -131.005
966656  -120.414
970752  -151.287
974848  -120.559
978944  -162.009
983040  -112.539
987136  -133.169
991232  -118.258
995328  -117.047
999424  -142.514
1003520  -118.093
1007616  -114.09
1011712  -120.484
1015808  -117.021
1019904  -114.514
1024000  -114.462
1028096  -121.505
1032192  -109.874
1036288  -149.67
1040384  -157.127
1044480  -146.377
1048576  -118.379
1052672  -114.347
1056768  -137.723
1060864  -154.812
1064960  -164.767
1069056  -122.009
1073152  -118.752
1077248  -118.651
1081344  -116.628
1085440  -119.305
1089536  -116.167
1093632  -114.255
1097728  -116.136
1101824  -117.239
1105920  -154.303
1110016  -124.128
1114112  -122.597
1118208  -118.749
1122304  -113.804
1126400  -118.672
1130496  -115.638
1134592  -115.979
1138688  -111.947
1142784  -119.765
1146880  -112.33
1150976  -115.311
1155072  -114.86
1159168  -116.372
1163264  -113.784
1167360  -116.472
1171456  -112.022
1175552  -115.29
1179648  -113.235
1183744  -139.238
1187840  -108.872
1191936  -113.953
1196032  -116.61
1200128  -116.257
1204224  -115.449
1208320  -116.619
1212416  -110.123
1216512  -121.46
1220608  -116.362
1224704  -134.718
1228800  -137.514
1232896  -141.322
1236992  -166.63
1241088  -125.318
1245184  -115.757
1249280  -153.571
1253376  -146.853
1257472  -111.068
1261568  -137.836
1265664  -122.681
1269760  -132.793
1273856  -136.609
1277952  -113.844
1282048  -154.795
1286144  -118.675
1290240  -117.755
1294336  -109.058
1298432  -119.149
1302528  -141.197
1306624  -110.593
1310720  -114.696
1314816  -141.12
1318912  -113.106
1323008  -113.413
1327104  -144.563
1331200  -112.344
1335296  -113.182
1339392  -112.99
1343488  -113.53
1347584  -115.404
1351680  -111.793
1355776  -110.988
1359872  -110.418
1363968  -109.908
1368064  -155.393
1372160  -108.493
1376256  -119.089
1380352  -105.655
1384448  -107.007
1388544  -117.125
1392640  -143.366
1396736  -123.501
1400832  -116.207
1404928  -120.108
1409024  -111.391
1413120  -105.63
1417216  -108.228
1421312  -109.728
1425408  -112.196
1429504  -112.137
1433600  -116.606
1437696  -120.897
1441792  -112.541
1445888  -113.511
1449984  -117.844
1454080  -111.39
1458176  -123.312
1462272  -122.627
1466368  -121.384
1470464  -118.195
1474560  -121.027
1478656  -119.037
1482752  -121.772
1486848  -114.582
1490944  -113.589
1495040  -107.473
1499136  -111.496
1503232  -118.367
1507328  -116.99
1511424  -116.197
1515520  -116.1
1519616  -111.774
1523712  -117.627
1527808  -110.632
1531904  -120.062
1536000  -115.602
1540096  -114.962
1544192  -119.77
1548288  -113.215
1552384  -112.784
1556480  -114.325
1560576  -110.119
1564672  -107.9
1568768  -111.783
1572864  -115.748
1576960  -114.593
1581056  -114.012
1585152  -115.703
1589248  -119.106
1593344  -117.021
1597440  -113.978
1601536  -122.348
1605632  -118.648
1609728  -117.508
1613824  -112.906
1617920  -109.197
1622016  -111.815
1626112  -113.941
1630208  -114.714
1634304  -119.009
1638400  -116.106
1642496  -111.147
1646592  -114.42
1650688  -113.14
1654784  -120.837
1658880  -117.474
1662976  -124.123
1667072  -108.268
1671168  -115.297
1675264  -124.406
1679360  -117.02
1683456  -109.181
1687552  -117.434
1691648  -114.364
1695744  -120.286
1699840  -114.63
1703936  -113.009
1708032  -124.978
1712128  -119.178
1716224  -121.548
1720320  -110.002
1724416  -106.318
1728512  -115.575
1732608  -113.138
1736704  -119.759
1740800  -120.493
1744896  -122.456
1748992  -110.158
1753088  -114.304
1757184  -114.283
1761280  -116.293
1765376  -113.435
1769472  -115.286
1773568  -119.665
1777664  -113.843
1781760  -117.974
1785856  -119.139
1789952  -115.851
1794048  -118.339
1798144  -112.275
1802240  -120.685
1806336  -120.542
1810432  -113.566
1814528  -110.221
1818624  -116.825
1822720  -118.366
1826816  -121.675
1830912  -112.332
1835008  -118.6
1839104  -117.484
1843200  -120.669
1847296  -112.329
1851392  -120.526
1855488  -114.516
1859584  -128.094
1863680  -117.04
1867776  -118.886
1871872  -120.105
1875968  -114.194
1880064  -121.831
1884160  -110.997
1888256  -120.152
1892352  -115.019
1896448  -117.406
1900544  -120.869
1904640  -153.961
1908736  -119.983
1912832  -115.04
1916928  -116.075
1921024  -118.87
1925120  -116.038
1929216  -113.984
1933312  -112.922
1937408  -116.488
1941504  -117.746
1945600  -126.232
1949696  -116.222
1953792  -120.031
1957888  -117.588
1961984  -117.935
1966080  -124.973
1970176  -117.397
1974272  -119.769
1978368  -114.799
1982464  -120.473
1986560  -119.451
1990656  -120.765
1994752  -116.744
1998848  -114.879
2002944  -116.01
2007040  -118.537
2011136  -127.18
2015232  -114.741
2019328  -118.496
2023424  -117.065
2027520  -123.599
2031616  -120.625
2035712  -123.044
2039808  -118.946
2043904  -118.032
2048000  -117.865
2052096  -115.398
2056192  -111.147
2060288  -117.591
2064384  -115.492
2068480  -122.973
2072576  -120.439
2076672  -120.203
2080768  -122.713
2084864  -124.602
2088960  -119.451
2093056  -121.824
2097152  -115.932
2101248  -114.653
2105344  -123.419
2109440  -120.35
2113536  -115.693
2117632  -118.009
2121728  -124.403
2125824  -116.39
2129920  -119.012
2134016  -122.918
2138112  -113.333
2142208  -123.025
2146304  -126.691
2150400  -119.302
2154496  -121.77
2158592  -117.503
2162688  -115.787
2166784  -120.049
2170880  -124.093
2174976  -116.319
2179072  -116.875
2183168  -121.921
2187264  -116.945
2191360  -113.984
2195456  -111.085
2199552  -118.539
2203648  -125.26
2207744  -124.448
2211840  -122.286
2215936  -119.651
2220032  -122.858
2224128  -114.522
2228224  -121.92
2232320  -116.094
2236416  -122.196
2240512  -116.062
2244608  -120.087
2248704  -126.384
2252800  -114.914
2256896  -117.966
2260992  -127.774
2265088  -119.528
2269184  -112.028
2273280  -123.268
2277376  -119.591
2281472  -117.129
2285568  -118.749
2289664  -126.809
2293760  -119.33
2297856  -120.833
2301952  -119.716
2306048  -119.276
2310144  -124.209
2314240  -122.063
2318336  -166.945
2322432  -118.34
2326528  -116.04
2330624  -124.05
2334720  -166.641
2338816  -121.97
2342912  -129.039
2347008  -120.904
2351104  -125.099
2355200  -136.188
2359296  -116.412
2363392  -120.368
2367488  -124.957
2371584  -129.958
2375680  -127.029
2379776  -128.067
2383872  -127.182
2387968  -123.569
2392064  -121.201
2396160  -120.648
2400256  -125.381
2404352  -123.601
2408448  -124.929
2412544  -124.92
2416640  -119.171
2420736  -123.614
2424832  -128.442
2428928  -119.736
2433024  -119.92
2437120  -125.787
2441216  -125.777
2445312  -129.665
2449408  -126.512
2453504  -123.641
2457600  -169.235
2461696  -117.053
2465792  -124.007
2469888  -151.711
2473984  -118.423
2478080  -118.629
2482176  -128.283
2486272  -125.488
2490368  -164.22
2494464  -123.381
2498560  -119.898
2502656  -122.993
2506752  -125.78
2510848  -127.637
2514944  -119.678
2519040  -122.307
2523136  -121.831
2527232  -126.458
2531328  -128.472
2535424  -124.721
2539520  -120.927
2543616  -116.65
2547712  -129.128
2551808  -124.736
2555904  -131.624
2560000  -123.79
2564096  -121.618
2568192  -147.315
2572288  -120.442
2576384  -121.95
2580480  -127.891
2584576  -126.692
2588672  -123.032
2592768  -131.085
2596864  -125.135
2600960  -124.515
2605056  -126.605
2609152  -120.605
2613248  -125.491
2617344  -157.958
2621440  -125.995
2625536  -118.832
2629632  -131.813
2633728  -119.061
2637824  -127.715
2641920  -124.815
2646016  -132.337
2650112  -121.965
2654208  -116.95
2658304  -167.628
2662400  -124.924
2666496  -124.583
2670592  -117.06
2674688  -116.366
2678784  -115.991
2682880  -125.251
2686976  -119.389
2691072  -123.625
2695168  -129.452
2699264  -120.621
2703360  -126.978
2707456  -115.189
2711552  -119.157
2715648  -117.958
2719744  -124.463
2723840  -127.292
2727936  -162.435
2732032  -126.721
2736128  -128.178
2740224  -124.424
2744320  -126.486
2748416  -127.741
2752512  -127.493
2756608  -125.511
2760704  -125.878
2764800  -126.233
2768896  -132.27
2772992  -122.988
2777088  -129.806
2781184  -126.073
2785280  -122.552
2789376  -125.025
2793472  -126.903
2797568  -118.7
2801664  -126.501
2805760  -129.886
2809856  -119.844
2813952  -128.977
2818048  -132.184
2822144  -127.687
2826240  -127.254
2830336  -118.999
2834432  -129.486
2838528  -126.242
2842624  -123.866
2846720  -130.197
2850816  -134.568
2854912  -121.132
2859008  -134.756
2863104  -134.39
2867200  -126.263
2871296  -127.292
2875392  -127.287
2879488  -138.564
2883584  -125.2
2887680  -134.315
2891776  -176.629
2895872  -134.679
2899968  -133.834
2904064  -167.005
2908160  -132.581
2912256  -165.006
2916352  -133.554
2920448  -124.593
2924544  -172.61
2928640  -133.063
2932736  -137.529
2936832  -130.769
2940928  -133.132
2945024  -139.225
2949120  -130.311
2953216  -130.397
2957312  -178.858
2961408  -137.416
2965504  -174.727
2969600  -215.216
2973696  -127.107
2977792  -139.536
2981888  -135.938
2985984  -139.389
2990080  -134.55
2994176  -133.95
2998272  -173.698
3002368  -134.001
3006464  -133.63
3010560  -176.621
3014656  -135.78
3018752  -137.699
3022848  -177.033
3026944  -169.844
3031040  -138.302
3035136  -134.503
3039232  -139.177
3043328  -137.289
3047424  -132.478
3051520  -133.945
3055616  -136.462
3059712  -138.174
3063808  -136.455
3067904  -133.847
3072000  -129.665
3076096  -169.668
3080192  -157.53
3084288  -133.418
3088384  -134.195
3092480  -139.569
3096576  -136.691
3100672  -138.025
3104768  -136.115
3108864  -136.848
3112960  -134.612
3117056  -132.585
3121152  -136.732
3125248  -139.33
3129344  -138.266
3133440  -132.251
3137536  -132.084
3141632  -141.098
3145728  -136.215
3149824  -137.75
3153920  -135.54
3158016  -131.744
3162112  -134.495
3166208  -126.964
3170304  -137.267
3174400  -133.754
3178496  -138.573
3182592  -174.964
3186688  -129.749
3190784  -132.672
3194880  -135.666
3198976  -137.931
3203072  -138.287
3207168  -138.414
3211264  -142.527
3215360  -132.143
3219456  -143.279
3223552  -133.83
3227648  -131.588
3231744  -143.115
3235840  -124.993
3239936  -131.149
