_MeanReward,Steps,_TimeStep,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-96.8105,4096,278528,-0.0710868392788,-0.5,-3.7605664699e-05,0.00434765338495,1.38777878078e-17,-11.9990031463,5.94448424659,0.999929577577,0.0320059900026,-1.83363421732,1.599,0.0387733597667,0.223436,-9.37706,7.49945,3.71526,-0.0980564,8.24066,0.00540176,1.5,1.0,0.00102453597394,0.413985880122,0.295569729994
-101.527,4096,282624,-0.0664802500817,-0.50258157999,0.00342721526199,0.00307066492305,-6.93889390391e-18,-10.9045802325,8.86147974279,0.999941128856,0.0379306025977,-1.26716358978,1.79956068588,0.0392308602285,0.244994,-8.17254,7.75133,3.67326,0.0138221,8.21394,0.00895821,1.5,1.0,0.000829151759345,0.293399364599,0.239952470958
-111.706,4096,286720,-0.0742100496084,-0.5,-0.000461162213469,0.00336974186354,6.24500451352e-17,-11.6273135594,6.00698671453,0.999932100723,0.0320043191108,-1.08439882261,2.19464976924,0.0385541639128,0.255664,-10.0349,8.93234,3.66194,0.0833787,8.22161,0.0122544,1.5,1.0,0.000999089294667,0.0838825403494,0.472624440567
-99.9491,4096,290816,-0.081317033661,-0.501051743002,-0.000791548227426,0.00936824699619,6.93889390391e-18,-8.24285587119,7.78462914454,0.999946405712,0.0406260999541,-2.48250455708,1.90542543499,0.0459389663973,0.241738,-9.72499,7.60478,3.67884,-0.0241589,8.23925,0.0158611,1.5,1.0,0.00169259908197,0.0614040567701,0.576570930715
-91.7141,4096,294912,-0.0562342646149,-0.0912048956942,0.000447981990874,0.000321955484272,1.38777878078e-17,-2.11952745161,15.8777656483,0.999826393008,0.0377455033012,-1.12583068403,1.599,0.0344155928227,0.245203,-8.9625,7.78709,3.62695,0.0381353,8.27148,0.0414034,2.25,1.0,0.00114144282916,-0.316551080533,-0.50042132172
-98.6394,4096,299008,-0.0612058520108,-0.0881554739095,-0.000134022760903,0.00023307240177,1.73472347598e-17,-2.03169281243,18.3768101912,0.99987192214,0.0302472407357,-0.988042795543,1.599,0.0324471349439,0.213808,-8.95258,7.99079,3.90193,0.155552,8.27669,0.0412154,3.375,1.0,0.000761166901079,0.0537990589049,-1.00077088217
-105.555,4096,303104,-0.0634610803474,-0.106542270494,-0.000113228452392,0.000325682021294,2.42861286637e-17,-5.63078634268,9.27647700629,0.999752299382,0.0275263028858,-0.876808654231,1.599,0.0328959766746,0.217532,-10.731,7.50812,3.90666,0.0677313,8.27844,0.0406838,5.0625,1.0,0.000807385526217,0.0967008263843,0.0854488120408
-96.0161,4096,307200,-0.0601556697283,-0.0855204924382,0.000837697221723,0.000325773698554,0.0,-2.98904488415,23.7499060514,0.999749650801,0.0314554881312,-1.07949654562,1.599,0.0318343203514,0.202998,-8.74006,8.1653,3.83084,-0.726619,8.30075,0.042316,7.59375,1.0,0.000384904474487,0.359057973477,0.563495401869
-103.052,4096,311296,-0.0762977455055,-0.5,0.00108186701176,0.00714032787184,6.93889390391e-18,-6.61990651248,2.61750499462,0.999944954386,0.0421248855542,-2.38402787206,1.599,0.0439920844532,0.28618,-9.41566,8.33858,4.02299,2.95735,8.30021,0.2298,11.390625,1.0,0.00181278230038,0.140762081734,0.261787614543
-94.1176,4096,315392,-0.0572832262764,-0.0901724346408,-0.000173733276101,0.000267876891519,-1.73472347598e-17,-1.94236430173,22.2688450076,0.999809910901,0.0394071220318,-0.920391833512,1.599,0.034264765974,0.318749,-8.22073,8.67791,3.95937,-7.78068,8.335,0.0422214,17.0859375,1.0,0.000885644240414,0.159095011878,0.0613827771043
-93.5736,4096,319488,-0.0578882753167,-0.0852838174057,0.00525728752533,0.000303724963392,3.46944695195e-17,-2.07470877761,8.99379647651,0.999752274617,0.0482670980584,-1.09653562854,1.599,0.0333651273649,0.365786,-8.48076,9.66133,4.08459,-0.181861,8.35085,0.0438072,25.62890625,1.0,0.000745587537118,-0.218081833104,0.421929105993
