_MeanReward,Steps,_TimeStep,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-119.755,32000,32000,-0.145749404108,-0.503912287943,0.000807763957527,0.0201063100986,2.84217094304e-17,-5.59615138484,3.60365526071,0.999984091634,-0.0473003080982,-1.7694534318,1.599,0.0642847187706,-0.0442914,-7.0026,8.20046,2.70837,0.286303,7.68357,0.00487364,0.666666666667,1.0,0.00918074904683,0.458479042564,-1.59141678541
-119.556,32000,64000,-0.131772167039,-0.503915186184,0.00212098444064,0.0166369236135,7.1054273576e-18,-6.0680510036,8.51017342523,0.999966713562,0.0114044288393,-1.788443135,1.62244316608,0.0515356550492,0.00725128,-8.65035,7.13814,2.71701,0.264792,7.69365,0.00463843,0.444444444444,1.0,0.0141740251336,0.371896253845,0.390661180664
-116.04,32000,96000,-0.106651470804,-0.524491092733,0.0011685304905,0.012068180671,-6.2172489379e-18,-7.58717962316,5.60303116281,0.999958621403,0.0157321853659,-2.01178368562,1.89570084553,0.049343026281,0.0430923,-7.16771,7.35815,2.74445,0.311093,7.67054,0.00749089,0.444444444444,1.0,0.00788632090993,0.605502755678,0.489444577446
-117.944,32000,128000,-0.105879926917,-0.508512313158,0.000990894162654,0.0125282843219,-3.5527136788e-18,-8.10852685165,5.3098217167,0.999958881796,0.0229976346453,-1.89858513086,1.94798999889,0.0524518943978,0.109174,-7.50572,7.40399,2.71472,0.306024,7.68034,0.0052985,0.444444444444,1.0,0.00627121789197,0.656202371102,0.494514675943
-114.178,32000,160000,-0.106739037018,-0.506099315526,0.00176984336187,0.0135886152735,-1.24344978758e-17,-8.11101168591,6.57029201071,0.99995695311,0.0246835860983,-1.65063567145,1.77705370925,0.0507990437733,0.134454,-8.34414,7.3349,2.72572,0.272942,7.69621,0.00658456,0.444444444444,1.0,0.00286729947092,0.0918172341112,0.62790421852
-113.733,32000,192000,-0.101279936612,-0.506206510347,0.00234034267981,0.0123137231937,-7.9936057773e-18,-7.19866359324,5.80245275167,0.999954645443,0.0217672063238,-2.52108623013,1.8978447175,0.0450887750253,0.168683,-7.72509,7.39138,2.7699,0.235213,7.69268,0.0162249,0.444444444444,1.0,0.00354959465689,0.822092612171,0.631873491101
-110.267,32000,224000,-0.0964449070735,-0.5,0.00460832904449,0.0117618378599,7.1054273576e-18,-8.84397740126,5.60868640118,0.999942023265,0.0264138240975,-1.35286520448,1.60943360101,0.0454143623333,0.145103,-6.70459,6.9918,2.74553,0.244944,7.67652,0.0225498,0.666666666667,1.0,0.00282029423957,0.750786990135,0.672814149266
-110.064,32000,256000,-0.0761290266094,-0.501553650021,0.0050998737551,0.00593545314652,-6.2172489379e-18,-7.73386790914,7.86763488739,0.99994324527,0.023640994433,-2.01387761893,1.599,0.0376984620815,0.18441,-6.84537,7.81483,2.72568,0.215066,7.69842,0.00906562,0.666666666667,1.0,0.00355105461873,0.450879991621,0.463208881667
-110.317,32000,288000,-0.068972126596,-0.500477221958,0.00806698106337,0.00336261973165,4.26325641456e-17,-10.3827756039,8.90697087956,0.999939332115,0.0220585954973,-1.73473411719,1.599,0.0343227456375,0.183469,-7.78653,8.5095,2.7521,0.165003,7.73147,0.0273703,1.0,1.0,0.00134066420367,0.710320191217,0.401607163222
-116.056,32000,320000,-0.0629648579108,-0.0948212600962,0.00123856104488,0.000271569046951,1.06581410364e-17,-7.33745648867,9.71705061145,0.999895800117,0.0179152182453,-1.05343479625,1.599,0.031565080008,0.179371,-6.87748,7.01826,2.81935,0.29566,7.70612,0.0414767,1.5,1.0,0.000208568166511,0.247501794841,-0.912614730726
-113.437,32000,352000,-0.0624841099889,-0.5,0.00564899727232,0.000945996200431,4.08562073062e-17,-17.0272300395,8.40952201732,0.999899424032,0.0227600244488,-2.32248114836,1.599,0.0325610686781,0.229218,-8.00039,9.0375,2.79067,0.551749,7.7042,0.0498434,2.25,1.0,0.00013785039521,0.56935726155,0.201574359973
-109.971,32000,384000,-0.0596202913044,-0.0969945577674,0.00102920168109,0.000248950888978,-7.01660951563e-17,-9.20502306081,8.08988726649,0.999853883181,0.0238258368089,-1.17469763754,1.599,0.0315647948838,0.235241,-7.80977,7.59687,2.75162,0.362157,7.63322,0.0216904,3.375,1.0,9.88454994954e-05,0.59311425412,0.0865423580562
-106.991,32000,416000,-0.0709706225095,-0.507255282461,0.0011818537134,0.00538043733278,-1.59872115546e-17,-10.5495941069,2.73633203255,0.999950259605,0.0292016182761,-3.01239984768,2.01711624728,0.0380324577102,0.22795,-7.14004,8.23365,2.67792,0.194948,7.64103,0.00641489,3.375,1.0,0.0021071626444,0.207569746847,0.180025900059
-106.215,32000,448000,-0.0720407360889,-0.508170899603,0.0086402543378,0.00601419583634,-2.30926389122e-17,-8.83943476809,3.92130037902,0.999948026993,0.0319316308502,-1.7332267431,2.39596192566,0.042916408358,0.218566,-6.90743,6.94992,2.67047,0.206259,7.64266,0.00351314,2.25,1.0,0.00147050206255,0.785250138691,0.41950943219
-106.831,32000,480000,-0.0768345013933,-0.50335401418,0.00302159933917,0.00700558156331,-3.5527136788e-18,-8.80695978746,5.64263126165,0.99994588135,0.0326664823257,-2.16437059465,1.80622244883,0.0439177407609,0.235549,-8.40888,7.60674,2.6666,0.270943,7.6464,0.00365721,1.5,1.0,0.00177262471271,0.726751388563,0.55761958854
