_TimeStep  _MeanReward
32000  -125.07
64000  -123.086
96000  -122.313
128000  -132.583
160000  -134.6
192000  -159.522
224000  -166.697
256000  -173.467
288000  -173.532
320000  -179.826
352000  -144.924
384000  -176.462
416000  -180.972
448000  -190.476
480000  -176.181
512000  -181.232
544000  -187.749
576000  -193.245
608000  -162.266
640000  -185.917
672000  -205.128
704000  -175.718
736000  -195.487
768000  -169.778
800000  -177.186
832000  -166.976
864000  -162.983
896000  -170.731
928000  -159.49
960000  -154.874
992000  -150.129
1024000  -166.792
1056000  -150.752
1088000  -144.56
1120000  -137.496
1152000  -147.521
1184000  -141.623
1216000  -136.699
1248000  -133.481
1280000  -135.309
1312000  -129.616
1344000  -124.866
1376000  -127.629
1408000  -128.203
1440000  -129.256
1472000  -126.311
1504000  -126.533
1536000  -128.621
1568000  -124.057
1600000  -122.376
1632000  -123.111
1664000  -118.862
1696000  -120.496
1728000  -121.278
1760000  -123.133
1792000  -122.561
1824000  -120.106
1856000  -124.271
1888000  -122.695
1920000  -120.849
1952000  -119.863
1984000  -120.888
2016000  -120.965
2048000  -116.44
2080000  -116.771
2112000  -119.839
2144000  -114.426
2176000  -115.754
2208000  -116.499
2240000  -117.463
2272000  -118.44
2304000  -117.303
2336000  -116.64
2368000  -116.658
2400000  -118.936
2432000  -122.201
2464000  -120.138
2496000  -120.428
2528000  -122.023
2560000  -121.39
2592000  -120.143
2624000  -118.193
2656000  -118.664
2688000  -116.705
2720000  -116.989
2752000  -118.903
2784000  -111.528
2816000  -111.546
2848000  -111.537
2880000  -111.521
2912000  -111.564
2944000  -111.543
2976000  -111.528
3008000  -111.528
3040000  -111.564
3072000  -111.53
3104000  -111.532
3136000  -111.547
3168000  -111.562
3200000  -111.534
3232000  -111.515
