_MeanReward,Steps,_Episode,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-132.59,1610,20,-0.067890123542,-1.50433414091,1.52132522314,0.057517876823,-0.0494155,-2.17863,2.53421,0.383989,1.08126068485e-16,-2.33029570258,3.11885487941,0.999992337765,-0.4930821641,-0.542054080881,-0.392896877273,0.000824167186652,-0.0108725,3.67163,0.00615472,2.25,1.0,0.00101838713627,-0.0372559483832,-3.55857134153
-128.223,1200,40,0.0159484926433,-1.08915168248,1.06141370523,0.0526788946501,-0.0233721,-2.40997,1.95824,0.396896,7.1054273576e-17,-2.56224173127,2.4552236421,0.9999872041,-0.51346831336,-0.548458467058,-0.471059135828,0.000196035029381,-0.0160451,3.72539,0.00830887,2.25,1.0,0.00171804719975,-6.23118475089,-86.0864806547
-128.117,1187,60,0.00709218138978,-1.86878252213,1.21292209441,0.0526791496218,-0.0182218,-2.18722,2.42217,0.412108,-4.19022674837e-17,-5.54727463639,2.79952291372,0.999952490664,-0.51218820383,-0.554491635532,-0.451166918912,0.000297290621388,-0.0129218,3.75149,0.00520956,2.25,1.0,0.000988811562474,-2.21196799105,-45.1108421462
-128.198,1188,80,0.0232673350774,-1.71229855338,1.06144078357,0.0522570103047,0.008326,-2.34184,2.83075,0.402692,-1.19619989185e-17,-3.98713522007,2.66405324956,0.999947527778,-0.513875238919,-0.560024847431,-0.46897894404,0.000233907572361,-0.0128834,3.82267,0.00577086,2.25,1.0,0.00304016304226,-8.58158821113,-44.330199925
-127.057,1199,100,0.024917332394,-1.63939714163,1.21198574801,0.051444825653,0.0301031,-2.6643,2.37262,0.445358,0.0,-3.38357026051,2.58721216756,0.99996021456,-0.506710033118,-0.558568541774,-0.405765650345,0.000587691461974,-0.0155142,3.789,0.00619317,3.375,1.0,0.0010204361453,-0.528278087991,-19.0057163624
-127.725,1176,120,0.00562054076426,-1.71347678285,1.15105294103,0.051672841927,0.00909169,-2.2386,2.5532,0.425331,-1.8126090198e-17,-6.74286124885,3.19754849163,0.999957494926,-0.512871035636,-0.549674964922,-0.47175303565,0.000224666652977,-0.0133112,3.79268,0.00577303,2.25,1.0,0.000948730845752,-2.53589339152,-23.3167048466
-127.172,1133,140,-0.00438543558585,-1.6447617928,1.1186029966,0.0509831840371,-0.0083436,-2.41599,2.03177,0.430753,3.7628035433e-17,-3.70418745635,2.652878671,0.999955139538,-0.513893162512,-0.549958980617,-0.457740239225,0.000266408396161,-0.00982037,3.83799,0.00534758,2.25,1.0,0.00222449276072,-5.1873596806,-41.9157070068
-126.368,1199,160,0.0143343217963,-0.856250800807,1.34511523291,0.0488456936674,0.0274265,-2.75852,2.52612,0.443023,-5.92612790459e-18,-4.74103444693,3.63225809933,0.999963608646,-0.50579774446,-0.543712324693,-0.446627268639,0.000262468051725,-0.01353,3.9042,0.0072359,3.375,1.0,0.00109264244497,-2.95448113427,-20.8298024599
-128.203,1339,180,0.00056353742764,-1.56360149087,1.19741876198,0.0511172493537,0.0102054,-2.77601,2.61439,0.452792,1.0613035635e-17,-5.64025956659,3.78295739501,0.99996045124,-0.497768134911,-0.557342631993,-0.375109641446,0.000949631967187,-0.00819331,3.91625,0.00461933,2.25,1.0,0.00197296764602,-0.558564572645,-4.77972176195
-126.988,1183,200,0.016956512295,-1.22692403565,1.00385923412,0.0496733986224,0.0422611,-2.10016,2.35291,0.463229,3.60376704528e-17,-4.87687018075,2.2770692906,0.99996279187,-0.509560325197,-0.544227035651,-0.447299253211,0.000236180212081,-0.00928719,3.90832,0.00440796,2.25,1.0,0.00118617266319,-3.7622957222,-21.4724289392
