_MeanReward,Steps,_Episode,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-103.943,8214,20,0.0333259310038,-1.12257604981,1.599,0.0715735229096,-0.135015,-2.70871,3.00542,0.405779,3.46556103621e-17,-4.83010869573,2.65236280829,0.999986925451,-0.117137938129,-0.5,0.000742009881771,0.0226178051762,-0.00752773,3.67438,0.00536935,1.0,1.0,0.00452831573321,0.799991777438,-1.14858724571
-100.262,9161,40,0.0376090636744,-1.81277674447,1.72921873661,0.0548479830083,-0.0651914,-3.29818,2.38049,0.399294,2.4819744072e-17,-6.99931452834,4.81949418426,0.99998081681,-0.0902470196835,-0.500287940019,0.00191018081686,0.0174398680584,-0.00305764,3.67898,0.00130704,1.5,1.0,0.00269140859402,0.845803678932,-2.59328951545
-78.4856,24506,60,0.021065343723,-1.19671072707,1.599,0.0373573392587,-0.00877146,-2.59328,2.65596,0.393018,1.29896003273e-16,-6.83859909231,6.1379291812,0.999951113506,-0.0455269995886,-0.501534785467,0.00397707150411,0.00277781823014,-0.00102674,3.66503,0.000395248,1.5,1.0,0.000653015622436,0.764918177635,-1.01571696391
-91.2549,15240,80,0.0274563410654,-1.5376273795,1.599,0.0437505505904,0.00681342,-2.58165,3.06792,0.394992,-2.23792987641e-17,-9.14468964419,4.1215152133,0.999961591869,-0.0599350837989,-0.5,0.00307810466116,0.00821425962899,-0.00208543,3.66607,0.000676649,1.5,1.0,0.00122210309581,0.851356070773,-0.494425590865
-96.768,13694,100,0.0389034029056,-1.57362760813,1.599,0.0565125029437,-0.0370711,-2.85981,2.50592,0.412207,2.49058356335e-17,-7.94580512484,5.22182040882,0.99995397009,-0.0669194355551,-0.500558124883,0.00283557281044,0.0101808846485,-0.00187284,3.66547,0.000604105,1.5,1.0,0.000989937898937,0.902765041328,0.300731306187
-97.9059,12205,120,0.0360344061693,-2.67473331726,2.08086479593,0.0547866287238,-0.0166668,-2.78905,2.60216,0.402054,-6.05460422114e-17,-7.49772716668,4.36158096857,0.999965235445,-0.0731047425167,-0.500985549921,0.000485582374672,0.0125188056865,-0.00208875,3.67104,0.000655679,2.25,1.0,0.00101181956111,0.920303401719,-0.133353945545
-93.1708,15285,140,0.0351094083467,-1.61351731808,1.599,0.0518174819264,-0.022097,-2.83914,2.71711,0.400502,6.32213359917e-17,-5.81608970829,6.72248360671,0.999957995596,-0.0628554287112,-0.500965742606,0.000789363363668,0.00841320167711,-0.00194407,3.66979,0.000827842,1.5,1.0,0.00110629532283,0.868769034123,0.155870908894
-88.5083,16730,160,0.024875933295,-1.73776871288,1.599,0.0364490995538,0.0356207,-3.04006,2.85191,0.383881,-3.39769389485e-18,-9.65595521641,9.08331037645,0.999954019923,-0.0547581721848,-0.5,0.000933432511087,0.0070184215588,-0.00303632,3.66772,0.00123491,1.5,1.0,0.000524247594519,0.925565657736,0.415053255726
-89.6846,16885,180,0.029144052893,-1.74225244941,1.599,0.0468562107612,0.00451343,-2.89964,2.68818,0.397041,2.35655275111e-17,-5.57246757764,5.74462514124,0.999967478535,-0.0583343159902,-0.5,0.00116613909291,0.00703038845853,-0.00149187,3.65925,0.000364159,2.25,1.0,0.000758097230164,0.896825742517,-1.07796730126
-88.4243,16855,200,0.0267278560327,-1.91182624869,1.599,0.0379354760803,0.0293259,-2.66678,2.52351,0.381088,-2.0234975566e-17,-10.2087736725,7.82857920767,0.99995519003,-0.0568542894434,-0.50187861044,-0.000113265130494,0.00702080946965,-0.00234315,3.65575,0.000856125,1.5,1.0,0.000358040753194,0.949098979937,0.421525566387
-83.2939,21301,220,0.0285748633246,-2.08026929118,1.599,0.0438742656498,0.0132711,-2.72133,3.29614,0.396332,-1.86800587778e-17,-7.18725312293,9.51353666032,0.999945728351,-0.0471345340139,-0.5,0.0014779815101,0.00383624288488,-0.00135759,3.65447,0.00049088,1.5,1.0,0.000467191210394,0.878244810258,0.0849078846878
-95.6949,12226,240,0.0323026664588,-1.94867982536,1.76032378839,0.0534444923423,-0.00406263,-2.75148,2.89582,0.39815,-9.29877619185e-18,-7.75206333205,5.75300033908,0.999960214155,-0.0716194589426,-0.5,0.00519855946602,0.0122665496759,-0.00361819,3.6524,0.00135967,1.5,1.0,0.000642783096709,0.948029538289,0.422306692995
-82.4115,21304,260,0.0233339395547,-1.65828837583,1.599,0.0386573584821,0.0186276,-2.98722,2.79344,0.387579,-2.26797343371e-17,-13.4192875928,10.3812756086,0.999943782609,-0.0473754973928,-0.5,0.00139795071674,0.00381145114657,-0.00142803,3.65253,0.000542257,1.5,1.0,0.00019036672182,0.950765829204,0.243358702966
-86.262,18148,280,0.0239311347209,-1.7258728134,1.599,0.035953603066,0.0295489,-2.85675,2.77115,0.384103,-9.3966418659e-18,-11.0719136199,11.0846057553,0.999942094485,-0.0495796853639,-0.50061489875,0.00278631744517,0.00498964240967,-0.00475543,3.64745,0.00244994,2.25,1.0,0.000333662417554,0.933625002405,0.544060738678
-81.4556,22801,300,0.0242883612507,-1.87098485482,1.81153510629,0.0335882477226,0.0299137,-2.57939,2.89492,0.381527,-6.23255765765e-18,-10.7421058672,12.5229973622,0.999932999595,-0.0448857284404,-0.5,0.00135478858673,0.00304581740277,-0.00164118,3.64135,0.00043383,2.25,1.0,0.000215274730101,0.929373335305,0.367967656858
