_MeanReward,Steps,_TimeStep,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-111.277,4096,4096,-0.117113313888,-0.500099225612,0.000952805752764,0.0137751813253,-2.77555756156e-17,-4.65492717828,1.93202483266,0.999984288361,-0.00846252592692,-3.93016853461,2.26759822208,0.0947758433806,0.200102,-6.79932,7.75349,2.77032,0.0512627,7.7161,0.0212383,1.5,1.0,0.00136873006402,0.113154142164,-0.894983390744
-125.893,4096,8192,-0.119102573526,-0.505318345884,0.003427469347,0.0129629529607,0.0,-6.65807242142,3.22200927178,0.999978529617,0.0410677998097,-1.22701552138,1.599,0.0535867408623,0.0687805,-7.26169,6.52981,2.78961,0.0557927,7.72868,0.00498032,1.0,1.0,0.00658806616241,-3.98897919742,-0.682198936317
-111.951,4096,12288,-0.10839758425,-0.500596002232,0.00365332695409,0.0152110198357,4.85722573274e-17,-5.52317079711,3.49176550091,0.999974774416,0.0353805276748,-1.64762867052,2.01720616205,0.0504254372884,0.0638266,-6.25787,6.69338,2.79555,0.0613205,7.72899,0.00462718,0.666666666667,1.0,0.00064009480318,-0.252490642359,-0.217982965712
-115.982,4096,16384,-0.0792834170528,-0.5,0.000521331577962,0.00247080348674,-1.73472347598e-17,-4.30715800847,5.28206317586,0.999955643194,0.00590452680871,-0.966739571089,1.599,0.0365820721063,0.098131,-6.63604,6.44705,2.80719,0.0275912,7.69112,0.00508319,0.666666666667,1.0,0.00167292996355,-1.15116457006,-0.960424366417
-119.252,4096,20480,-0.150249149575,-0.501012353429,0.00347389518055,0.0195097239188,-4.85722573274e-17,-6.54878492132,3.31256342242,0.999966333602,0.0284295434867,-1.55018718708,1.599,0.0527066407431,0.0961326,-6.22863,6.85495,2.73138,-0.0989063,7.70736,0.00653991,0.666666666667,1.0,0.0023437537394,0.0380994190189,0.380014483198
-114.364,4096,24576,-0.156042337675,-0.5,-0.000328585680109,0.0245867615456,5.55111512313e-17,-4.06817436979,4.9687601733,0.999972721977,0.0411842742241,-1.6239664456,1.599,0.0617486603624,0.132238,-6.14225,6.62853,2.79356,-0.0192905,7.67659,0.0121423,0.666666666667,1.0,0.000381486418031,0.364385032037,0.302781564322
-110.882,4096,28672,-0.186643085137,-0.501836963759,-0.000435285270214,0.0273465515399,0.0,-4.04983300033,5.73285660971,0.999971945379,0.0452066924549,-1.46307178671,1.599,0.0640207307043,0.0801375,-6.48503,6.78527,2.71635,-0.00761105,7.74934,0.0139831,0.666666666667,1.0,0.00956809247524,-27.5506914683,0.253519649045
-111.612,4096,32768,-0.0751909319525,-0.5,0.00456097793756,0.00338967830837,-1.73472347598e-17,-4.74686332948,7.10040253197,0.999952239025,0.0120048875292,-2.16051740287,1.599,0.0370272638838,0.120879,-7.07889,7.24955,2.86232,0.102181,7.71271,0.0105797,0.666666666667,1.0,0.00206952189308,0.121208356432,-0.138828454872
-109.505,4096,36864,-0.0675349659942,-0.108692351868,-4.35565140633e-05,0.000323494063706,-4.51028103754e-17,-5.14511071978,5.94679308924,0.999918867296,0.00888154227438,-0.933465768756,1.599,0.0324836438648,0.112081,-6.11237,6.69087,2.7682,-0.150814,7.7448,0.0273356,1.0,1.0,0.00130429677821,0.0803942406793,-1.75958254265
-112.082,4096,40960,-0.0737071608406,-0.5,0.000441717346548,0.00260094296207,-6.93889390391e-18,-13.5413060155,5.5366380109,0.999896614783,0.00944575066242,-1.67311475356,1.599,0.0333881546559,0.089222,-6.94951,6.85161,2.79678,-1.38778,7.77134,0.0557403,1.5,1.0,0.00173162741088,0.22346216248,0.750463474318
