_TimeStep _MeanReward
4096 -111.277
8192 -125.89299999999999
12288 -111.95100000000001
16384 -115.98200000000001
20480 -119.25200000000001
24576 -114.36399999999999
28672 -110.882
32768 -111.61200000000001
36864 -109.505
40960 -112.08200000000001
45056 -113.949
49152 -109.54700000000001
53248 -105.93700000000001
57344 -105.07700000000001
61440 -101.255
65536 -106.583
69632 -106.729
73728 -106.295
77824 -108.63799999999999
81920 -110.509
86016 -110.454
90112 -111.706
94208 -106.384
98304 -105.889
102400 -108.789
106496 -108.52799999999999
110592 -105.825
114688 -106.42200000000001
118784 -110.291
122880 -102.135
126976 -105.911
131072 -98.8812
135168 -99.2763
139264 -95.3455
143360 -95.4682
147456 -100.734
151552 -97.7896
155648 -112.236
159744 -106.10799999999999
163840 -106.031
167936 -98.0915
172032 -102.146
176128 -99.8372
180224 -102.316
184320 -102.96700000000001
188416 -108.516
192512 -110.57
196608 -102.887
200704 -107.61399999999999

204800  -110.353
208896  -105.343
212992  -115.054
217088  -105.609
221184  -108.729
225280  -111.897
229376  -108.651
233472  -109.504
237568  -113.076
241664  -105.763
245760  -111.392
249856  -113.963
253952  -110.354
258048  -110.695
262144  -113.124
266240  -112.474
270336  -112.389
274432  -111.659
278528  -111.193
282624  -114.28
286720  -116.483
290816  -111.122
294912  -115.131
299008  -110.749
303104  -112.282
307200  -115.035
311296  -115.014
315392  -116.648
319488  -111.525
323584  -113.075
327680  -111.266
331776  -110.951
335872  -110.508
339968  -108.394
344064  -115.373
348160  -109.555
352256  -114.149
356352  -110.73
360448  -112.318
364544  -118.784
368640  -115.368
