_TimeStep _MeanReward
4096 -125.01
8192 -125.855
12288 -124.92
16384 -127.213
20480 -122.95
24576 -126.23200000000001
28672 -124.555
32768 -121.615
36864 -126.27
40960 -122.863
45056 -127.00200000000001
49152 -132.781
53248 -130.686
57344 -132.562
61440 -130.535
65536 -132.955
69632 -130.17600000000002
73728 -125.477
77824 -140.259
81920 -132.489
86016 -134.267
90112 -131.13
94208 -148.769
98304 -131.256
102400 -140.591
106496 -117.175
110592 -117.71
114688 -121.21600000000001
118784 -115.20100000000001
122880 -117.84700000000001
126976 -119.39299999999999
131072 -117.34899999999999
135168 -116.735
139264 -120.76100000000001
143360 -116.09299999999999
147456 -118.795
151552 -120.01899999999999
155648 -122.31200000000001
159744 -115.73299999999999
163840 -117.74
167936 -124.57700000000001
172032 -118.414
176128 -122.833
180224 -122.88
184320 -119.71
188416 -122.39
192512 -119.87700000000001
196608 -117.976
200704 -120.705

204800  -120.102
208896  -123.906
212992  -122.898
217088  -120.113
221184  -126.658
225280  -116.977
229376  -120.886
233472  -123.232
237568  -123.98
241664  -121.92
245760  -124.808
249856  -121.031
253952  -120.677
258048  -122.059
262144  -119.237
266240  -123.181
270336  -118.807
274432  -122.653
278528  -116.15
282624  -121.846
286720  -120.235
290816  -122.508
294912  -118.261
299008  -120.635
303104  -121.845
307200  -122.208
311296  -118.447
315392  -119.986
319488  -122.009
323584  -119.488
327680  -121.493
331776  -120.421
335872  -118.129
339968  -117.11
344064  -118.975
348160  -125.701
352256  -116.165
356352  -117.666
360448  -122.003
364544  -120.249
368640  -123.816
