_Episode _MeanReward
20 -531.0631
40 -480.02142000000003
60 -523.8654
80 -432.22818
100 -491.8504
120 -442.71435999999994
140 -494.56314000000003
160 -427.92438
180 -334.82277999999997
200 -478.03765999999996
220 -411.52344
240 -412.73267000000004
260 -368.92562999999996
280 -323.32477
300 -323.58477999999997
320 -297.22177
340 -324.31735
360 -290.53302
380 -290.4687
400 -277.4142
420 -372.76932
440 -243.18807999999999
460 -227.43802999999997
480 -215.2312
500 -207.00945
520 -155.5654
540 -84.12111999999999
560 -45.503822
580 -24.305714000000002
600 -36.22164
620 7.1554136
640 -1.2038181000000001
660 42.154587
680 78.22179
700 60.44505699999999
720 69.05815
740 95.919014
760 85.4198
780 81.83986
800 86.17757399999999
820 78.80051999999999
840 101.77136
860 108.274124
880 123.05783999999998
900 94.35464499999999
920 122.50143
940 131.77196
960 129.06155
980 130.36203
1000 141.54326
1020 145.55121
1040 131.18648000000002
1060 161.55618
1080 143.57475
1100 148.33986000000002
1120 76.8475
1140 66.36729
1160 92.256485
1180 115.8976
1200 94.21540999999999
1220 93.01223
1240 118.88776999999999
1260 127.11293
1280 146.60208
1300 150.89352
1320 162.11518999999998
1340 154.07465
1360 153.14926
1380 138.51619
1400 78.56042
1420 125.75528999999999
1440 158.24902
1460 164.8973
1480 164.4267
1500 135.52145
1520 155.96323
1540 165.74900000000002
1560 152.51079
1580 153.45595
1600 155.04312
1620 159.62393
1640 160.68007
1660 152.45381
1680 169.70276
1700 159.39856
1720 117.09442
1740 63.829519999999995
1760 96.60206600000001
1780 33.787224
1800 92.83421
1820 84.00513000000001
1840 129.88571000000002
1860 134.87196
1880 162.79825
1900 143.97775
1920 160.28851
1940 145.21188
1960 58.051109999999994
1980 12.464217999999999
2000 158.47488
2020 156.3624
2040 113.05588999999999
2060 143.41391000000002
2080 150.52156000000002
2100 133.51944
2120 151.05637
2140 102.74351
2160 202.59041000000002
2180 150.12614
2200 158.29848
2220 147.83671999999999
2240 158.9299
2260 174.30641
2280 172.42436
2300 191.56332
2320 166.44808999999998
2340 133.64876999999998
2360 147.74849
2380 53.978577
2400 60.46745
2420 186.84116
2440 185.83524
2460 151.67282
2480 165.21884
2500 184.90933
2520 171.04115
2540 166.81804
2560 168.5582
2580 165.23895
2600 178.48253
2620 157.86116
2640 150.26463
2660 165.87753
2680 151.52303999999998
2700 186.17403000000002
2720 178.5605
2740 170.90367
2760 184.28671
2780 158.83704
2800 160.4979
2820 159.81094
2840 172.80998
2860 160.43332
2880 198.37306
2900 163.59875
2920 168.38516
2940 151.34986999999998
2960 156.49893
2980 166.99924
3000 172.58315
3020 133.09358
3040 140.84368999999998
3060 103.57646
3080 147.42966
3100 197.30467
3120 150.23515
3140 154.14346
3160 140.01566
3180 138.21298000000002
3200 146.79318
3220 171.54361
3240 131.56685
3260 180.72783
3280 206.14498999999998
3300 150.50903
3320 200.98773
3340 158.9577
3360 154.29411000000002
3380 154.8824
3400 171.71833999999998
3420 202.82327
3440 157.15458999999998
3460 145.00195
3480 127.47911
3500 152.49893
3520 211.94771
3540 181.3805
3560 107.93435
3580 135.51508
3600 116.43313
3620 55.10279499999999
3640 24.789982000000002
3660 182.68863000000002
3680 158.87173
3700 173.77798
3720 169.8722
3740 127.61568
3760 166.05415
3780 171.93143999999998
3800 115.21886
3820 121.65638999999999
3840 64.31452
3860 81.94726
3880 88.630615
3900 130.31557
3920 101.10367600000001
3940 166.71161
3960 149.73254
3980 96.72989
4000 194.33373999999998
4020 139.27603
4040 200.17338999999998
4060 137.69511
4080 191.03201
4100 156.2501
4120 140.76908999999998
4140 219.15193
4160 173.60183999999998
4180 204.32837
4200 182.7587
4220 199.88815
4240 206.81047
4260 176.35284
4280 160.15363
4300 232.22822999999997
4320 203.58853
4340 176.15608
4360 157.23453
4380 199.8329
4400 243.3872
4420 163.5893
4440 227.07837
4460 151.88408
4480 232.26862999999997
4500 273.70776
4520 265.498
4540 214.94572000000002
4560 299.96686
4580 262.36197000000004
4600 274.59344
4620 241.67685
4640 109.11692
4660 220.97672000000003
4680 210.49487000000002
4700 176.69968
4720 217.70547000000002
4740 227.10537999999997
4760 227.44104
4780 149.51344
4800 182.38733
4820 213.31229
4840 199.65861999999998
4860 210.34155
