_TimeStep  _MeanReward
4096  -120.032
8192  -120.923
12288  -127.662
16384  -127.616
20480  -138.571
24576  -140.446
28672  -170.449
32768  -135.8
36864  -134.501
40960  -172.633
45056  -138.766
49152  -182.65
53248  -171.064
57344  -150.638
61440  -167.436
65536  -146.253
69632  -151.508
73728  -153.373
77824  -157.233
81920  -182.111
86016  -155.534
90112  -152.016
94208  -143.472
98304  -170.467
102400  -159.309
106496  -130.432
110592  -148.487
114688  -165.551
118784  -163.794
122880  -144.958
126976  -151.298
131072  -157.111
135168  -169.331
139264  -130.27
143360  -132.745
147456  -155.526
151552  -155.158
155648  -170.344
159744  -127.629
163840  -131.759
167936  -183.623
172032  -169.3
176128  -128.249
