_TimeStep  _MeanReward
4096  -123.344
8192  -125.728
12288  -125.029
16384  -126.113
20480  -126.383
24576  -129.82
28672  -141.421
32768  -146.088
36864  -145.938
40960  -159.898
45056  -161.51
49152  -142.21
53248  -152.403
57344  -164.025
61440  -163.394
65536  -169.63
69632  -150.803
73728  -165.656
77824  -137.422
81920  -142.548
86016  -184.668
90112  -163.334
94208  -170.902
98304  -137.134
102400  -140.89
106496  -169.215
110592  -143.634
114688  -172.691
118784  -186.32
122880  -183.376
126976  -151.309
131072  -130.18
135168  -156.017
139264  -155.129
143360  -123.788
147456  -169.267
151552  -157.934
155648  -130.288
159744  -143.688
163840  -130.393
167936  -122.276
172032  -124.081
176128  -136.87
180224  -121.097
184320  -124.568
188416  -122.996
192512  -132.945
196608  -151.257
200704  -133.271
204800  -133.251
208896  -172.798
212992  -126.036
217088  -122.811
221184  -162.116
225280  -133.105
229376  -171.498
233472  -165.643
237568  -155.774
241664  -151.516
245760  -162.004
249856  -175.564
253952  -181.076
258048  -163.75
262144  -167.412
266240  -165.333
270336  -160.406
274432  -152.274
278528  -165.264
282624  -176.483
286720  -159.034
290816  -174.298
294912  -189.757
299008  -149.645
303104  -164.713
307200  -174.497
311296  -153.501
315392  -174.797
319488  -170.607
323584  -143.351
327680  -154.704
331776  -152.649
335872  -188.804
339968  -162.225
344064  -150.439
348160  -179.37
352256  -149.341
356352  -138.97
360448  -129.615
364544  -131.967
368640  -134.029
372736  -136.626
376832  -134.035
380928  -129.259
385024  -129.854
389120  -131.903
393216  -157.655
397312  -135.052
401408  -132.912
405504  -138.743
409600  -137.146
413696  -131.086
417792  -133.874
421888  -130.893
425984  -128.718
430080  -130.194
434176  -124.136
438272  -129.577
442368  -130.51
446464  -130.549
450560  -131.771
454656  -129.36
458752  -123.701
462848  -127.64
466944  -129.066
471040  -125.897
475136  -141.189
479232  -134.169
483328  -134.658
487424  -129.066
491520  -120.315
495616  -129.894
499712  -131.887
503808  -131.85
507904  -128.69
512000  -124.474
516096  -130.141
520192  -126.566
524288  -130.708
528384  -126.504
532480  -125.572
536576  -128.887
540672  -129.528
544768  -136.305
548864  -128.45
552960  -125.185
557056  -136.278
561152  -129.329
565248  -122.836
569344  -127.877
573440  -129.485
577536  -129.769
581632  -130.904
585728  -128.472
589824  -124.784
593920  -126.915
598016  -127.812
602112  -129.447
606208  -136.242
610304  -169.061
614400  -132.53
618496  -131.418
622592  -154.769
626688  -132.496
630784  -133.42
634880  -133.131
638976  -137.302
643072  -136.025
647168  -142.059
651264  -136.42
655360  -130.834
659456  -138.534
663552  -133.875
667648  -133.057
671744  -130.685
675840  -127.5
679936  -133.139
684032  -132.325
688128  -136.638
692224  -132.593
696320  -135.764
700416  -131.741
704512  -131.135
708608  -126.697
712704  -129.074
716800  -128.055
720896  -135.768
724992  -128.863
729088  -136.57
733184  -130.055
737280  -132.616
741376  -135.064
745472  -134.558
749568  -134.736
753664  -132.959
757760  -137.836
761856  -134.474
765952  -131.558
770048  -133.444
774144  -132.429
778240  -124.609
782336  -128.106
786432  -125.719
790528  -132.301
794624  -128.74
798720  -133.978
802816  -160.595
806912  -163.948
811008  -137.939
815104  -131.54
819200  -131.909
823296  -172.604
827392  -135.771
831488  -135.189
835584  -133.283
839680  -133.28
843776  -127.606
847872  -137.684
851968  -140.154
856064  -138.796
860160  -135.409
864256  -126.618
868352  -128.4
872448  -133.177
876544  -126.036
880640  -129.356
884736  -129.859
888832  -129.955
892928  -132.877
897024  -128.924
901120  -133.28
905216  -126.433
909312  -130.684
913408  -131.6
917504  -125.104
921600  -130.372
925696  -127.17
929792  -137.865
933888  -153.519
937984  -129.559
942080  -148.151
946176  -134.182
950272  -159.502
954368  -170.109
958464  -147.973
962560  -127.614
966656  -131.733
970752  -129.411
974848  -125.369
978944  -131.121
983040  -125.005
987136  -138.909
991232  -128.688
995328  -129.42
999424  -128.213
1003520  -134.153
1007616  -133.607
1011712  -128.772
1015808  -131.826
1019904  -128.776
1024000  -172.906
1028096  -138.75
1032192  -130.174
1036288  -129.269
1040384  -134.139
1044480  -140.968
1048576  -135.334
1052672  -127.194
1056768  -129.397
1060864  -110.242
1064960  -110.223
1069056  -110.234
1073152  -110.264
1077248  -110.318
1081344  -110.359
1085440  -110.36
1089536  -110.376
1093632  -110.343
1097728  -110.374
1101824  -110.369
1105920  -110.379
