_MeanReward,Steps,_TimeStep,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-139.658,4096,4096,-0.158479886144,-0.501729649676,-0.000640704645775,0.0137427347337,-3.12250225676e-17,-5.25735837324,4.47991745641,0.999987301117,-0.111598615012,-1.79837909039,1.59,0.0489582768878,0.0773085,-6.87502,8.02662,2.74276,-0.0936001,7.68434,0.00428201,0.666666666667,1.0,0.00295412097828,-1.25932697119,-1.23952521152
-112.676,4096,8192,-0.202403535584,-0.506531448391,0.000474854973784,0.0235923473919,3.46944695195e-18,-4.44283513184,5.52168307959,0.999972281922,0.000593400674453,-1.62518306507,1.599,0.0509150714359,0.0325884,-6.97987,5.99848,2.68688,-0.025711,7.71506,0.00594559,0.666666666667,1.0,0.0139486256017,-1.82763874407,0.216329252205
-110.215,4096,12288,-0.142862356799,-0.5,0.000382086203899,0.017526988203,-1.04083408559e-17,-4.210136703,5.04868095792,0.999966187057,0.0094874262941,-1.41209490993,1.599,0.0535641043756,0.012,-6.18609,6.10134,2.73144,-0.054139,7.79436,0.0184943,0.666666666667,1.0,0.017589114877,0.539226865965,0.376568623546
-120.425,4096,16384,-0.164148111818,-0.512113256538,0.00103116955743,0.0196049624818,-6.93889390391e-18,-6.21515878696,4.62362353341,0.999971587833,0.0159191222301,-1.19896884515,1.599,0.0471979898151,0.109673,-6.82818,7.46561,2.91377,-0.0324889,7.8132,0.0100795,0.666666666667,1.0,0.0126437298547,-29.9638405896,0.39174303281
-105.378,4096,20480,-0.0999180084227,-0.5,-0.000268466177949,0.0100111580523,-1.38777878078e-17,-4.55069598776,4.86553805443,0.999959662055,0.0164228532083,-1.09323564487,1.599,0.0430907874786,0.103926,-6.97524,6.20941,2.91181,-0.0500188,7.81483,0.0119844,0.666666666667,1.0,0.0058924242452,-3.01547553204,0.215726600401
-110.122,4096,24576,-0.0774618177977,-0.5,0.000395681784939,0.00277080878251,-3.98986399475e-17,-4.09295579982,6.16610298649,0.999957278548,0.00765259757491,-1.32317895934,1.599,0.0568886730466,0.0620772,-6.3193,6.94102,2.91753,0.0421156,7.82706,0.0135038,0.666666666667,1.0,0.000281167070647,0.231254275869,-0.592620075486
-120.512,4096,28672,-0.152975550291,-0.500292823756,-0.000272609027166,0.0186407088473,2.77555756156e-17,-7.36076941773,3.37514372857,0.999973491886,0.00986244898348,-1.20407721639,1.599,0.0571882892599,0.0628903,-6.87549,7.9136,2.98599,0.0142259,7.8465,0.0148895,0.666666666667,1.0,0.00184253151115,-1.94142680185,0.226040795023
-112.869,4096,32768,-0.199957281483,-0.505048901401,0.000675895594079,0.0267076161632,-2.08166817117e-17,-3.58656637864,4.34643907659,0.999979579164,0.0295664761436,-1.32280893219,1.599,0.0505436514451,0.0994521,-6.78343,9.96087,3.00104,-0.0840037,7.83124,0.0202807,1.0,1.0,0.00472783998299,-0.0478107602061,0.213460277396
-107.665,4096,36864,-0.0805908361698,-0.5,0.00368553965387,0.0051556815665,4.51028103754e-17,-10.1629877248,3.58469592504,0.999959082171,0.0138473027625,-1.29679079192,1.599,0.0371781204995,0.0739474,-6.20038,6.77483,2.97354,-0.0157567,7.83667,0.00765096,1.0,1.0,0.00118597447032,0.13874089992,0.0213987341224
-109.394,4096,40960,-0.0967193083461,-0.503914670388,0.00500780422716,0.00926892117113,-5.89805981832e-17,-6.7595691324,7.51732936695,0.999949737186,0.0144743143826,-1.14930370639,1.599,0.039407092401,0.0607954,-6.90106,7.6284,2.97184,-0.0660951,7.80372,0.00728495,1.0,1.0,0.00239309464436,-0.173186191372,0.598728242077
