_MeanReward,Steps,_Episode,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-100.264,24433,20,-0.148730491472,-1.70036301272,1.599,0.0305926158276,-0.15092,-3.06956,2.7972,0.380315,-6.51420508371e-17,-8.63925378616,5.34655126153,0.99998246414,-0.0593625928752,-0.5,0.00137754550269,0.00265787315543,-0.00217761,3.66405,0.001188,0.666666666667,1.0,0.0007545818095,0.717263082808,-3.60003769468
-103.142,12197,40,0.0650470872299,-3.43787394734,2.09697865752,0.121105157991,0.0820942,-2.70336,2.81699,0.391782,-5.5925311661e-17,-8.5482895118,4.91355850375,0.999977314946,-0.0774419790114,-0.507009789524,0.00367894535984,0.0126274522574,-0.00368378,3.6871,0.0017104,1.5,1.0,0.00264222171707,0.790978494939,-2.32124519785
-94.6859,20051,60,0.0364907012236,-2.03505889132,1.599,0.0488857857207,0.00872149,-2.98251,3.05453,0.403682,2.40970056514e-17,-7.99318406851,8.22322672315,0.999945514212,-0.0580148046728,-0.5,0.00703431049559,0.00550443237485,-0.00180149,3.68601,0.000548156,1.5,1.0,0.00152832334469,0.733176563023,0.166842784764
-95.8987,15250,80,0.0312510293736,-2.27207257973,1.599,0.0469135607828,0.0145916,-2.47926,2.75069,0.40817,-3.35469357211e-17,-7.16485591759,9.30467666636,0.999946990575,-0.0614402713512,-0.51079196879,0.00230775990439,0.00841866627701,-0.0022834,3.69022,0.000597513,2.25,1.0,0.00180195512358,0.7877512864,0.637359651709
-94.1985,16978,100,0.0295508733516,-1.74160160746,1.66349166097,0.0446451855692,0.0175421,-2.85848,2.71604,0.404582,3.34806330904e-17,-8.21951948102,4.91560091121,0.999944656074,-0.0618569853889,-0.505870210203,0.00200202428591,0.00836174732991,-0.0027749,3.69793,0.000686122,2.25,1.0,0.00114523422086,0.863805205097,0.666156302861
-78.1866,27427,120,0.0222194258708,-1.90229423134,1.599,0.0357016116505,0.012795,-2.98653,3.0818,0.397107,1.03626752581e-17,-6.84865060158,9.60700213069,0.999957636881,-0.0421007303398,-0.5,0.00851400220649,0.00153753561653,-0.00162402,3.6911,0.000620106,1.5,1.0,0.000405482069323,0.73810961595,-2.56628405664
-79.8027,24337,140,0.0247246558338,-2.25989851061,1.599,0.0368098751136,0.0173259,-3.15936,2.61768,0.399003,1.40140737628e-17,-9.40092313418,13.4620953598,0.999926288641,-0.0436489372409,-0.5,0.00609847921634,0.00243517918003,-0.00141157,3.69174,0.000297571,2.25,1.0,0.000555204020627,0.77574329337,0.383333793621
-76.9986,28895,160,0.0241579778656,-1.22145890456,1.599,0.0355831767761,0.0136377,-3.11983,2.68979,0.395662,7.86896263863e-18,-10.9346708082,11.1558247637,0.999939111404,-0.0402238475586,-0.5,0.00367816845365,0.00075131042548,-0.00100153,3.6886,0.000367235,1.5,1.0,0.000229609258175,0.72260412447,-1.9879740678
-75.5118,28957,180,0.0270371336388,-1.41801891017,2.38102146792,0.0359292278392,0.0243767,-2.88494,2.66344,0.396871,1.96302858932e-17,-6.61031019313,13.7849030318,0.999947931376,-0.0395085418174,-0.5,0.00324463761281,0.00104655177806,-0.00178428,3.68623,0.000471857,2.25,1.0,0.000219752422885,0.795492895247,-1.90538266442
-80.7698,22849,200,0.0281559018969,-2.1756219381,1.599,0.0389472451828,0.0292558,-2.5971,3.16615,0.398885,-1.9902286791e-17,-13.5321721407,13.4331019936,0.99992375585,-0.0450701521052,-0.5,0.021025721712,0.00299304021692,-0.00146377,3.67972,0.000240285,2.25,1.0,0.000459642243228,0.847642248216,0.359668253667
