_MeanReward,Steps,_Episode,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-132.734,2360,20,-0.0833442304358,-2.34498466596,1.90074329363,0.0706983100955,-0.112113,-2.46168,2.33342,0.398889,9.63447777302e-17,-3.7196557379,2.28489737105,0.999987477415,-0.422082659976,-0.545273936799,-0.123834611345,0.0118139845343,-0.0144146,3.68162,0.00739623,1.5,1.0,0.00538726183876,0.548922913183,-1.97388772618
-131.943,2915,40,0.0188991891346,-1.25343915962,1.47796799159,0.0464514099558,0.0345934,-2.25549,2.5321,0.399565,1.95003152181e-17,-3.61450778491,3.01055931044,0.999979176022,-0.393138736459,-0.518141744217,-0.181374873685,0.00929315853783,-0.00669831,3.66481,0.00300332,1.5,1.0,0.00433578581689,0.53840405752,-0.202464728536
-126.708,1778,60,0.0257948194905,-1.73288758331,1.12560920891,0.048752228742,0.028807,-2.43131,2.22596,0.406436,-1.27881707223e-16,-2.31161617666,3.9070181167,0.999975651339,-0.459642477736,-0.544847714035,-0.24762010959,0.00383422073378,-0.0169226,3.67998,0.00894513,2.25,1.0,0.00196283220057,0.584570723335,-1.42883872808
-127.03,2222,80,0.002817805631,-1.10790304458,1.10623571918,0.0468881531972,-0.0165768,-2.34536,2.41912,0.411298,-1.91865725228e-17,-4.11610515544,1.91653114741,0.999966406629,-0.419558573197,-0.535418504927,-0.183236761282,0.00786504520261,-0.00601441,3.68993,0.00240162,2.25,1.0,0.00490577818071,0.403356145641,-0.449461395877
-125.673,1906,100,0.0194762128577,-1.19072723883,1.0839698033,0.0529191202291,0.0251286,-2.15311,2.68653,0.41327,1.49117048428e-17,-3.87023193102,3.36210805091,0.999953649371,-0.439156424036,-0.533554613426,-0.199427447762,0.00655506789603,-0.00697878,3.70682,0.00320071,2.25,1.0,0.00268454935726,0.611792861488,0.368408651072
-130.188,2306,120,-0.00633906647754,-1.17299885591,1.00763530528,0.0455506737879,-0.0354673,-2.52318,2.25489,0.410316,2.15689468791e-17,-4.12377943482,2.38451340598,0.999962370413,-0.433297466388,-0.522782602404,-0.230972691234,0.00568710566554,-0.00808879,3.71306,0.00418346,2.25,1.0,0.00242989198651,0.58386415947,-0.0156934683201
-129.103,2010,140,0.0060640364132,-1.16896502796,1.20232162341,0.0492231784805,-0.014976,-2.40667,2.51682,0.412722,-9.89810776183e-17,-3.59489210169,3.48404067303,0.999957094409,-0.443054574081,-0.52299207011,-0.183762632476,0.00663824686068,-0.00945076,3.69097,0.00468833,2.25,1.0,0.00312686065518,0.530676137192,0.14906990916
-127.304,2158,160,0.0110371871295,-1.08986506197,1.0239329755,0.0497947447404,0.0179916,-2.54882,2.46396,0.417063,-9.2192755335e-17,-3.23264984579,4.15635141456,0.999953218843,-0.429732307927,-0.523581599486,-0.188822996454,0.00641071654874,-0.0102594,3.69194,0.00601705,3.375,1.0,0.00225722863113,0.648858687948,0.175191134749
-128.177,2967,180,-0.0187127848602,-0.945770405401,0.93408193194,0.0400531064392,-0.0726398,-2.49559,2.78426,0.405299,6.70549261924e-17,-4.19768941259,2.04361105415,0.999971945684,-0.349925484779,-0.527066394598,-0.0776589222446,0.0200838362022,-0.00538501,3.68679,0.00179551,3.375,1.0,0.00702764045562,0.672608900148,-0.366743122506
-128.997,2700,200,0.00458966073761,-1.04977835986,0.9630157604,0.0439627036963,-0.00331987,-2.25051,2.36019,0.398825,2.10531180966e-17,-2.60237302194,3.39814454928,0.999982319399,-0.388140008026,-0.515341180976,-0.155566141775,0.0114201535306,-0.00375889,3.69429,0.00101446,2.25,1.0,0.00369735305746,0.676246174478,-0.99907926603
-126.622,2174,220,0.00562784654538,-1.12622171799,1.35318176135,0.0504864584173,-0.0421745,-2.35172,2.47204,0.414222,-2.61469267989e-17,-3.2876667589,2.78992614301,0.999962876848,-0.428035422057,-0.521182781042,-0.176825087054,0.00721578560401,-0.00931643,3.66157,0.00482021,2.25,1.0,0.00166612272218,0.769113650613,-0.156883918228
-132.132,2743,240,0.000997008464964,-1.86900077607,1.25467276591,0.0450665856045,0.00763231,-2.48269,2.57432,0.402468,-1.03615418995e-17,-4.42003095152,3.08746786495,0.99995834384,-0.404007937012,-0.516007822601,-0.207974861702,0.009031492817,-0.00789463,3.68051,0.00395226,2.25,1.0,0.00330598736085,0.63419494516,0.26987856671
-131.203,2625,260,0.00278369460004,-1.19277916847,1.4160889868,0.0467770337388,-0.00411671,-2.64515,2.75807,0.41256,-3.24819536347e-17,-2.78311692873,3.52684412354,0.999977751282,-0.40306606385,-0.540184720741,-0.168650746664,0.0116133872196,-0.00580997,3.6818,0.00317833,2.25,1.0,0.00394793739963,0.67114316838,-0.481403068435
-133.233,3166,280,-0.00664107033895,-1.18480661134,1.01951580546,0.0455211198513,-0.0206195,-3.15247,2.57543,0.40896,8.97716659204e-18,-3.73810284076,3.24197994348,0.999960395528,-0.371838676857,-0.520136361448,-0.137093706254,0.0143206486966,-0.00431558,3.68314,0.00229525,2.25,1.0,0.00323591337532,0.774049416925,0.382543047917
-132.009,2743,300,-0.00675107217014,-1.81280446374,1.23273424392,0.044448116825,-0.0320097,-2.65741,2.46772,0.413005,4.4036553073e-17,-3.60996387744,3.58739194526,0.999977505217,-0.409558644695,-0.530213472235,-0.222318339808,0.00780515638628,-0.00526685,3.66319,0.00280946,2.25,1.0,0.00265328641536,0.660878444673,-0.772777418679
-137.619,4552,320,-0.00090834282741,-1.63405400186,1.11624726302,0.0404538436178,0.0136559,-2.56703,2.84032,0.408677,7.4925420291e-17,-3.35444289254,3.37913271883,0.99996034584,-0.317201461914,-0.524344525431,-0.0795689286645,0.0187813023539,-0.00502884,3.65951,0.00243117,2.25,1.0,0.00451021945561,0.765749672783,0.0934391790295
-134.782,4239,340,-0.00798677506634,-1.09228497204,1.00093819577,0.0391601251816,-0.00763465,-2.5329,2.63365,0.400394,1.67620367011e-17,-5.44772740115,3.38366020624,0.999962565761,-0.334753206261,-0.518419633719,-0.115093946814,0.013755803009,-0.00587779,3.64231,0.00296236,2.25,1.0,0.00339151383766,0.759968910219,0.48883674413
-135.482,3973,360,0.000724762775183,-1.51108981966,1.40549861221,0.0418575102935,0.0295177,-2.57016,2.41319,0.402159,4.29222896004e-17,-4.74133809196,4.4865468056,0.999968183536,-0.342875585823,-0.516902062358,-0.108823986069,0.0165302831511,-0.00472335,3.64943,0.00222799,2.25,1.0,0.00456132195923,0.728434614532,0.375154757422
-130.117,2843,380,0.0141124832091,-1.4671077232,1.02144857022,0.0478590545668,0.0257859,-2.72476,3.17203,0.422366,5.99825031947e-17,-3.70063537256,3.11123176812,0.999972560015,-0.374373628327,-0.516906595686,-0.0961594985561,0.0167740433156,-0.00641561,3.64623,0.00326646,2.25,1.0,0.00333304780747,0.808367373771,0.286034194858
-136.56,3748,400,0.0107855965317,-1.94590626476,1.27111528,0.0423302477146,0.0419436,-3.05041,2.44183,0.411251,7.58316687044e-18,-3.93305541407,4.85396538097,0.999970931762,-0.351208252689,-0.516557337856,-0.0737752703794,0.0179979557392,-0.00556261,3.66548,0.00293921,2.25,1.0,0.00342782547621,0.809944389425,0.489263429675
-143.271,6870,420,0.00178306466096,-1.16873360316,0.988570636195,0.0347754386287,0.062402,-2.51456,2.98733,0.413082,-4.55078316935e-17,-2.85431512713,5.57031664619,0.999962575017,-0.255326823379,-0.516829589093,-0.0638462666689,0.0196738635009,-0.0031643,3.67345,0.0014959,1.5,1.0,0.00512515570205,0.743321248356,0.5201521112
-137.755,4848,440,0.00458319621115,-1.51501851032,1.20751756352,0.0412286875865,0.0236188,-3.03378,2.64497,0.415767,4.69005106112e-17,-4.16841563895,4.71552708574,0.999969878579,-0.309046784561,-0.521951925094,-0.086649963084,0.0176402086535,-0.0068109,3.63792,0.0058342,1.5,1.0,0.00279375293751,0.843133950636,0.547473304035
-135.253,3923,460,0.00595864062223,-1.25072691449,1.12543578972,0.0452701978637,0.0109903,-2.46211,2.7513,0.422585,7.24489151935e-18,-3.81721310485,3.90407607295,0.999969735506,-0.3316003777,-0.531841663983,-0.081641484943,0.0193475461747,-0.00675616,3.60893,0.00489112,1.5,1.0,0.00552240686686,0.715142525794,0.345229079409
-139.853,5632,480,-0.00197332236953,-1.94938747179,1.56875915637,0.0397488769235,0.0225771,-2.68752,2.5551,0.41453,1.51394048813e-17,-3.33663953465,3.34819753901,0.99997001021,-0.295559960916,-0.523229611679,-0.0929321942621,0.016580511618,-0.00574955,3.60143,0.00382714,1.5,1.0,0.00510825630523,0.693539443162,0.28244569606
-143.277,6511,500,-0.00362648565327,-1.12760669539,0.942945598283,0.035732013419,0.00694523,-2.70924,2.83099,0.414902,2.18259172404e-18,-4.92876383183,4.1833179084,0.999974791335,-0.273399538002,-0.513653609482,-0.0737891493051,0.017323830169,-0.00378969,3.58477,0.00237035,1.5,1.0,0.00434709190741,0.751665767287,0.323475473989
-139.304,5290,520,0.00343699125009,-1.40318968757,1.19965359017,0.0386478090476,0.0545225,-2.6979,2.6787,0.400818,-4.02954292492e-18,-4.68430107361,4.67224521455,0.999966556344,-0.290863145428,-0.524893356847,-0.0916911230582,0.0184106778815,-0.0044691,3.58569,0.00332748,1.5,1.0,0.00255926751166,0.861056723077,0.574108730233
-142.491,7065,540,0.00257808803786,-1.49004861435,1.089,0.0352965795336,0.0624085,-2.57563,2.64332,0.400825,3.21831104661e-17,-4.1279352923,4.68464795593,0.999971134283,-0.252072250336,-0.505944009132,-0.0603933733189,0.0190758875881,-0.00375092,3.59578,0.00268326,1.5,1.0,0.00572359234824,0.70093653377,-0.00729330059316
-142.286,6245,560,0.00172341022793,-1.77693719166,1.30220735319,0.0376538772349,0.031411,-3.08259,2.89344,0.410452,1.36533432012e-17,-5.02766358452,4.73294334628,0.999970387832,-0.273453572585,-0.515189519071,-0.0649128116491,0.0191378823508,-0.00532381,3.61089,0.00417064,1.5,1.0,0.0042315747871,0.780086117721,0.30971224572
-146.711,8203,580,0.00868148919384,-1.3458871975,1.2045764836,0.0331445239057,0.108276,-2.71855,2.53781,0.400259,-3.89789383265e-18,-5.96002965061,5.15879431824,0.999965825407,-0.218880142324,-0.511788068237,-0.0565880900804,0.0220687125549,-0.00364502,3.62339,0.00275364,1.5,1.0,0.00351971129335,0.843030133114,0.550981804732
-140.862,6046,600,0.00752463133256,-1.59323379341,1.29348816346,0.0393760278834,0.0975738,-2.9748,2.81682,0.412649,0.0,-4.59558400718,5.42104483891,0.999968217321,-0.259532772813,-0.521624558258,-0.0629565683976,0.0234633324113,-0.00364937,3.61009,0.00245392,1.5,1.0,0.00430844695982,0.821624546685,0.591312884234
