_MeanReward,Steps,_TimeStep,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-113.888,4096,4096,-0.225196306906,-0.501578839743,0.0013437274563,0.0277993920111,9.71445146547e-17,-5.08064735533,2.91015150543,0.999990149457,-0.0395169206722,-3.42951797291,3.72151254962,0.213667964023,-0.029389,-6.87167,7.09873,2.71732,-0.029804,7.69819,0.0153078,1.0,1.0,0.00754984110739,-3.54360894599,-1.8123939436
-110.082,4096,8192,-0.123324761759,-0.501011071572,0.00286561496788,0.0116490662332,3.46944695195e-17,-7.165418494,3.77120047589,0.999966815055,0.0149350142472,-1.18428607891,1.599,0.0473183612401,-0.00873799,-6.85535,6.65703,2.73355,-0.165722,7.69101,0.0035206,0.666666666667,1.0,0.0488363775048,-0.333417114019,0.380193578157
-119.09,4096,12288,-0.12887162428,-0.500658532852,0.000902560497769,0.0157281344214,2.77555756156e-17,-6.2003462179,3.91186055588,0.999966681379,0.0134201665762,-1.25340909349,1.599,0.0440824797832,0.0560018,-6.87159,6.5358,2.69115,-0.0591719,7.67744,0.0050578,0.666666666667,1.0,0.00227012680166,-0.602218535474,0.0979271630483
-110.096,4096,16384,-0.197496302738,-0.500206642458,0.0104187271991,0.0292329651099,4.16333634234e-17,-7.4471859135,4.33885822985,0.999963582813,0.0371238410435,-1.28464133942,1.599,0.0549035623545,0.0323425,-6.48937,6.69057,2.76577,-0.0440684,7.73639,0.00661187,0.666666666667,1.0,0.00114550205806,-1.24286636175,0.793348058841
-102.592,4096,20480,-0.115764908431,-0.502158007854,0.00671530182924,0.0164016424205,-3.46944695195e-18,-5.59550107171,4.26451810218,0.999965495733,0.0107437045153,-1.02061338606,1.599,0.0484701610547,0.0365116,-6.70253,6.15823,2.81,-0.0136739,7.71385,0.00476383,0.444444444444,1.0,0.00311549629231,-1.37705910895,0.426261487017
-110.591,4096,24576,-0.0856046241181,-0.5,-0.000322456180584,0.00529192116815,2.77555756156e-17,-7.93640340687,5.10685969692,0.999955792121,0.0112030690044,-0.946964427615,1.599,0.0480352387628,0.0562793,-6.18204,8.33769,2.79616,0.0399568,7.67934,0.00949164,0.444444444444,1.0,0.00350699019777,-0.708326400277,-0.744526808266
-117.008,4096,28672,-0.0792491123904,-0.5,0.000209284802404,0.00312170327428,0.0,-6.24288004187,5.60839133079,0.999965161374,0.0139818168867,-1.16953539169,1.599,0.0391702296396,0.0214662,-5.87542,8.66968,2.70232,-0.00790159,7.66234,0.00775157,0.444444444444,1.0,0.00225739517169,0.112854619885,-2.76131891759
-104.462,4096,32768,-0.100213373118,-0.509518751921,0.000931304685655,0.0117738599979,-5.20417042793e-18,-8.9620857289,3.73469766591,0.999970386036,0.0214246397298,-1.81551892125,1.96635675789,0.0474243057912,0.0548023,-5.71868,6.6121,2.6885,0.0625058,7.65275,0.0100114,0.444444444444,1.0,0.00176153250873,-0.560087133266,0.0776282096552
-109.241,4096,36864,-0.112021427687,-0.5,-6.19086495135e-05,0.0124867506031,-2.77555756156e-17,-6.72343980801,3.66621371484,0.999971438944,0.0290981552086,-1.7639010061,1.599,0.0418382394364,0.0494859,-6.88749,6.18538,2.67286,-0.0113005,7.64085,0.0105291,0.444444444444,1.0,0.00271942498156,-0.574566337981,0.00152747405986
-109.087,4096,40960,-0.105333929814,-0.500737580443,3.8696834963e-06,0.0113091805962,2.77555756156e-17,-5.22976040082,3.23152808678,0.999958605329,0.0256648826321,-1.3202762196,1.599,0.045466329644,0.042501,-6.65326,6.38067,2.70989,0.0870719,7.64729,0.00952245,0.444444444444,1.0,0.000825912620372,-1.27340247334,0.21281583703
-120.735,4096,45056,-0.131477490448,-0.500263922559,0.00268173141569,0.0164931165162,-6.93889390391e-18,-8.72361793114,4.00328999899,0.999965562468,0.032769310562,-1.59269922915,1.599,0.0554149734963,0.0457826,-6.61616,6.02396,2.67894,0.0989944,7.70866,0.0146566,0.444444444444,1.0,0.00300932355308,-0.308384924332,0.236117831052
-110.261,4096,49152,-0.0983997366007,-0.5,-0.000223926370381,0.009196741943,-2.77555756156e-17,-3.6754235806,5.7573857984,0.999965176126,0.0216260569319,-1.04471862254,1.599,0.0519809569453,0.0610724,-6.43369,6.13541,2.75778,-0.0857264,7.74807,0.0245766,0.666666666667,1.0,0.00167851717483,-0.236975378764,-1.57168584483
