_TimeStep  _MeanReward
4096  -120.487
8192  -120.009
12288  -127.735
16384  -142.407
20480  -137.157
24576  -133.943
28672  -143.286
32768  -149.412
36864  -146.301
40960  -135.545
45056  -153.301
49152  -148.312
53248  -155.169
57344  -185.427
61440  -184.938
65536  -149.829
69632  -170.964
73728  -150.926
77824  -163.885
81920  -151.218
86016  -160.092
90112  -141.005
94208  -150.116
98304  -171.312
102400  -163.705
106496  -155.496
110592  -155.427
114688  -154.142
118784  -143.977
122880  -151.698
126976  -156.199
131072  -144.897
135168  -163.342
139264  -174.698
143360  -160.561
147456  -160.459
151552  -173.107
155648  -187.139
159744  -174.183
163840  -160.346
167936  -164.742
172032  -161.658
176128  -130.513
180224  -138.637
184320  -138.826
188416  -186.383
192512  -185.742
196608  -144.202
200704  -161.105
204800  -171.986
208896  -173.379
212992  -142.74
217088  -211.92
221184  -154.235
225280  -172.794
229376  -177.115
233472  -176.795
237568  -149.712
241664  -173.931
245760  -153.497
249856  -173.708
253952  -177.991
258048  -172.335
262144  -160.815
266240  -174.027
270336  -140.483
274432  -170.33
278528  -132.819
282624  -125.154
286720  -158.766
290816  -213.098
294912  -157.829
299008  -126.9
303104  -133.218
307200  -153.114
311296  -132.048
315392  -131.791
319488  -133.634
323584  -123.203
327680  -115.263
331776  -126.828
335872  -123.111
339968  -129.712
344064  -124.435
348160  -121.899
352256  -124.245
356352  -125.869
360448  -127.75
364544  -117.699
368640  -123.15
372736  -112.991
376832  -116.96
380928  -116.665
385024  -146.687
389120  -117.623
393216  -113.779
397312  -113.091
401408  -119.403
405504  -120.285
409600  -119.715
413696  -117.31
417792  -111.64
421888  -121.106
425984  -118.892
430080  -116.252
434176  -115.659
438272  -112.59
442368  -117.219
446464  -114.74
450560  -109.423
454656  -118.089
458752  -106.33
462848  -109.472
466944  -111.549
471040  -110.471
475136  -108.38
479232  -126.536
483328  -105.226
487424  -106.525
491520  -111.269
495616  -112.093
499712  -110.362
503808  -115.363
507904  -112.256
512000  -109.217
516096  -110.554
520192  -106.979
524288  -114.025
528384  -107.543
532480  -109.557
536576  -112.142
540672  -105.747
544768  -112.872
548864  -115.368
552960  -103.463
557056  -109.801
561152  -111.901
565248  -111.747
569344  -112.049
573440  -103.057
577536  -110.183
581632  -107.731
585728  -110.338
589824  -110.07
593920  -111.139
598016  -108.231
602112  -108.856
606208  -110.825
610304  -108.02
614400  -103.397
618496  -109.445
622592  -110.335
626688  -133.701
630784  -112.205
634880  -108.757
638976  -104.229
643072  -111.125
647168  -111.039
651264  -109.613
655360  -110.784
659456  -111.295
663552  -106.59
667648  -115.041
671744  -113.134
675840  -111.39
679936  -134.796
684032  -106.709
688128  -110.944
692224  -107.389
696320  -110.557
700416  -109.702
704512  -110.254
708608  -114.503
712704  -112.503
716800  -112.647
720896  -113.041
724992  -113.647
729088  -111.024
733184  -114.403
737280  -121.792
741376  -111.661
745472  -111.586
749568  -112.507
753664  -111.017
757760  -115.888
761856  -114.07
765952  -106.882
770048  -113.131
774144  -111.932
778240  -149.896
782336  -113.076
786432  -115.414
790528  -112.726
794624  -115.206
798720  -117.726
802816  -110.665
806912  -117.251
811008  -115.236
815104  -112.392
819200  -112.631
823296  -117.012
827392  -113.953
831488  -114.444
835584  -144.211
839680  -107.363
843776  -112.847
847872  -139.574
851968  -111.928
856064  -112.201
860160  -116.515
864256  -111.697
868352  -109.656
872448  -112.542
876544  -113.695
880640  -111.984
884736  -151.275
888832  -117.249
892928  -117.747
897024  -113.836
901120  -113.507
905216  -113.609
909312  -120.454
913408  -113.056
917504  -110.342
921600  -107.492
925696  -113.85
929792  -109.967
933888  -107.517
937984  -112.838
942080  -113.213
946176  -112.546
950272  -109.964
954368  -109.024
958464  -118.456
962560  -110.366
966656  -115.619
970752  -110.804
974848  -143.311
978944  -115.985
983040  -116.043
987136  -114.016
991232  -116.617
995328  -118.572
999424  -113.507
1003520  -113.7
1007616  -112.971
1011712  -116.252
1015808  -136.469
1019904  -111.225
1024000  -116.801
1028096  -112.095
1032192  -109.74
1036288  -111.975
1040384  -113.645
1044480  -114.385
1048576  -108.581
1052672  -110.701
1056768  -117.961
1060864  -114.112
1064960  -110.733
1069056  -108.976
1073152  -109.948
1077248  -115.156
1081344  -113.971
1085440  -115.232
1089536  -115.326
1093632  -117.124
1097728  -124.366
1101824  -118.878
1105920  -123.668
1110016  -120.792
1114112  -114.524
1118208  -117.031
1122304  -113.884
1126400  -114.944
1130496  -113.741
1134592  -118.065
1138688  -117.563
1142784  -114.02
1146880  -115.613
1150976  -113.503
1155072  -112.599
1159168  -116.87
1163264  -110.247
1167360  -112.103
1171456  -115.753
1175552  -111.632
1179648  -112.486
1183744  -108.702
1187840  -115.462
1191936  -115.081
1196032  -109.938
1200128  -111.134
1204224  -118.211
1208320  -123.522
1212416  -113.849
1216512  -115.097
1220608  -116.422
1224704  -118.619
1228800  -114.326
1232896  -112.652
1236992  -116.676
1241088  -115.106
1245184  -112.276
1249280  -109.065
1253376  -116.759
1257472  -113.199
1261568  -113.404
1265664  -111.066
1269760  -119.791
1273856  -113.129
1277952  -109.159
1282048  -116.762
1286144  -114.322
1290240  -113.521
1294336  -114.013
1298432  -115.34
1302528  -116.06
1306624  -110.761
1310720  -114.35
1314816  -118.193
1318912  -114.654
1323008  -112.441
1327104  -113.023
1331200  -118.048
1335296  -110.042
1339392  -117.63
1343488  -114.099
1347584  -115.492
1351680  -114.941
1355776  -114.139
1359872  -117.869
