_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-112.58508116100738,8305,-0.04234566555140505,-2.3576340915699165,1.5989999999999347,0.049091922440234026,-0.059668962,-2.6165555,2.6974797,0.40127122,-8.555601875497895e-18,-4.262129275174667,3.377780457720956,0.9999904230883424,-0.12930668526298267,-0.50131413452387,0.018095681385339034,0.022252069838447568,20,-0.0055620666,3.6843686,0.004420046,1.0,1.0,0.005392473215645975,0.7582727245759348,-1.8691891694256646
-108.51454873995458,1646,0.03826458870896642,-1.4407877208284892,1.4848130961544257,0.060157994504667724,-0.010699548,-2.2197168,2.5900297,0.41327477,-1.4677067445834391e-16,-3.159379567368775,3.051782275581871,0.9999809782860348,-0.42402757927950924,-0.5024127318887699,-0.31272734139723335,0.002787386816034118,40,-0.019851066,3.686409,0.009901933,1.5,1.0,0.005739212998774518,-0.8491810148759045,-2.75780629906924
-100.4127181894778,11098,0.0137158548822405,-1.1329049187131621,1.5989999999999347,0.04013950109400195,-0.11627033,-2.8220308,2.8448787,0.40102163,-5.3780491803792046e-17,-6.241145175876366,6.520060814146968,0.9999681153124227,-0.08966208899995007,-0.5001274559968297,0.00047953897754829573,0.013217848255336777,60,-0.003846393,3.6902826,0.0025054105,1.5,1.0,0.002233424299625657,0.8333753130052763,-0.06454090439801674
-109.9800633388237,4763,0.028256118003704672,-2.0276551796821165,1.889252389265486,0.0635937137366454,-0.032437526,-3.162035,2.3859024,0.40418494,-1.193437305496704e-17,-5.602768551456196,4.642387321630565,0.9999595050032827,-0.1890173495574998,-0.5000000000000004,-0.00019981917589902894,0.029124474264279474,80,-0.009134845,3.6869981,0.005457778,1.5,1.0,0.003109408837184476,0.8966719933732339,0.7924216244695649
-109.59795620394716,8709,0.018654316640718364,-1.3246266784079483,1.5989999999999347,0.042843246695787325,-0.106360056,-2.572472,2.4207568,0.40019643,2.284440992224458e-17,-7.268500098642425,6.39310379985382,0.9999489231578874,-0.11151408615183211,-0.5000000000000004,0.011054414851102937,0.019140619212245295,100,-0.0037851152,3.6722736,0.002267651,1.5,1.0,0.002956392886207701,0.8479373187819571,0.7468559726251454
-113.47227197510111,12879,0.01940353738072016,-1.9302810829210497,1.6892327636405744,0.053731849620779454,-0.07027669,-2.6073856,2.4620025,0.40271667,-4.413651592577686e-18,-5.796951495258175,7.8286098381145415,0.9999512806581992,-0.10151444379137685,-0.5007770257276469,0.007531368979917555,0.015158495277817076,120,-0.00519522,3.6690953,0.00422171,1.5,1.0,0.002328179080649248,0.8495817211388582,0.746929311911098
-109.14908674056494,16720,0.01987172887446427,-1.8959141388696745,1.7495393473133813,0.045538551754338706,-0.101763554,-2.8598568,2.5758312,0.4014446,1.0199178025264596e-17,-10.360050106088426,8.948325677430795,0.9999434048998331,-0.08045304856855447,-0.5059548433826727,0.0005785005999823477,0.010307199859533225,140,-0.0032821074,3.6615553,0.0022752192,1.5,1.0,0.0017420168773887269,0.8313717498315998,0.5543790570876876
-108.52606321436431,9561,0.021455570039350225,-1.3040409589319761,1.5989999999999347,0.04871862524479401,-0.096279904,-2.8750615,2.6196048,0.3993541,-2.3781369672966432e-17,-9.038032809403083,6.949124281033448,0.9999613747254638,-0.1123668418829864,-0.5000000000000004,0.0014409171936874186,0.018378075568904962,160,-0.0069951154,3.6476176,0.0040435144,1.5,1.0,0.004445125784943467,0.7581427440284056,0.5500085777508228
-103.86093786199476,18122,0.021109014387737268,-1.6092197825086951,1.5989999999999347,0.04005818154390703,-0.11857818,-2.8455245,2.5622313,0.3914216,-2.5093662448210137e-17,-11.84052517960364,10.495589720487498,0.9999328756019111,-0.06710990717250388,-0.5038088675813844,0.004430990279864462,0.006506680491537798,180,-0.0042889034,3.6360412,0.002248514,1.5,1.0,0.0009839279571674606,0.8536798767310317,0.7267585026123055
-98.8837569821859,16681,0.02078481288658213,-1.428871901927144,1.5989999999999347,0.034601238482268044,-0.12848246,-2.937655,2.367656,0.3841633,-6.389389746658775e-18,-16.403029113767836,10.007938959364257,0.9999288723596838,-0.06374936372100445,-0.5000000000000004,6.727294842403328e-05,0.006295170567120954,200,-0.0069387406,3.6296093,0.00534886,1.5,1.0,0.0005398633011955072,0.914404232817666,0.7756785751899141
